rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect2m_rbd;nalu_mate2m_rbd;prom_lect2m_rbd;prom_mate2m_rbd;dif_lect2m_rbd;dif_mate2m_rbd;difgru_lect2m_rbd;difgru_mate2m_rbd;sigdif_lect2m_rbd;sigdif_mate2m_rbd;siggru_lect2m_rbd;siggru_mate2m_rbd;marca_lect2m_rbd;marca_mate2m_rbd;marcadif_lect2m_rbd;marcadif_mate2m_rbd;palu_eda_ins_lect2m_rbd;palu_eda_ele_lect2m_rbd;palu_eda_ade_lect2m_rbd;palu_eda_ins_mate2m_rbd;palu_eda_ele_mate2m_rbd;palu_eda_ade_mate2m_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
24233;0;LICEO FRANCISCO XAVIER BUTINA;11;DE AYSÉN DEL GENERAL CARL;111;COYHAIQUE;11101;COYHAIQUE;111;Coyhaique;3;2;2;1;23;23;266;269;11;35;26;22;0;1;1;1;;;;;39.1;34.8;26.1;39.1;43.5;17.4;0;v12025;20260427;2m;2025
429;4;LICEO CATÓLICO ATACAMA;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;31;Copiapo - Chanaral;3;2;4;1;114;119;257;276;18;25;-13;-13;1;1;-1;-1;;;;;41.2;32.5;26.3;34.5;44.5;21;0;v12025;20260427;2m;2025
1588;1;COLEGIO NTRA.SRA.DE LA MISERICORDIA;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;2;1;30;33;250;248;-8;-9;10;1;0;0;1;0;;;;;50;20;30;60.6;24.2;15.2;0;v12025;20260427;2m;2025
11498;7;COMPLEJO EDUCACIONAL PRINCIPE DE GALES;9;DE LA ARAUCANÍA;91;CAUTÍN;9111;NUEVA IMPERIAL;92;Cautin Norte;3;2;1;1;90;92;202;213;4;-2;-26;-20;0;0;-1;-1;;;;;84.4;11.1;4.4;82.6;17.4;0;0;v12025;20260427;2m;2025
10834;0;COLEGIO MARAMBIO;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;4;3;5;1;46;48;298;330;4;-1;10;1;0;0;1;0;;;;;15.2;23.9;60.9;14.6;29.2;56.3;0;v12025;20260427;2m;2025
5670;7;COLEGIO SAN FRANCISCO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;3;1;60;57;235;238;-13;-12;-21;-29;-1;0;-1;-1;;;;;50;36.7;13.3;63.2;28.1;8.8;0;v12025;20260427;2m;2025
1757;4;COLEGIO ACONCAGUA;5;DE VALPARAÍSO;58;MARGA MARG;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;3;2;4;1;227;239;251;277;7;0;-19;-12;0;0;-1;-1;;;;;46.3;37;16.7;31.8;48.1;20.1;0;v12025;20260427;2m;2025
24897;5;COLEGIO FARMLAND SCHOOL;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13503;CURACAVÍ;135;Talagante;4;3;5;1;18;18;226;267;-80;-31;-62;-62;-1;-1;-1;-1;;;;;61.1;27.8;11.1;44.4;44.4;11.1;0;v12025;20260427;2m;2025
283;6;LICEO TECNICO ANTOFAGASTA;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;1;1;2;1;206;209;237;221;4;0;-3;-26;0;0;0;-1;;;;;62.1;25.7;12.1;76.1;21.5;2.4;0;v12025;20260427;2m;2025
22464;2;LICEO BICENTENARIO DE EXCELENCIA DE DA;10;DE LOS LAGOS;102;CHILOÉ;10205;DALCAHUE;102;Chiloe;6;4;1;1;64;70;224;228;-2;-7;-4;-5;0;0;0;0;;;;;73.4;20.3;6.3;65.7;28.6;5.7;0;v12025;20260427;2m;2025
11103;1;COLEGIO LOS CARRERA SPA;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;4;3;5;1;31;29;283;305;4;3;-5;-24;0;0;0;-1;;;;;22.6;35.5;41.9;17.2;41.4;41.4;0;v12025;20260427;2m;2025
24874;6;COLEGIO SAN BARTOLOME DE NOS;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13403;CALERA DE TANGO;132;Sur;4;3;5;2;9;8;271;296;-2;82;-17;-33;0;1;-1;-1;;;;;;;;;;;0;v12025;20260427;2m;2025
12185;1;COLEGIO BICENTENARIO HELVECIA;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;2;1;25;29;253;257;24;36;13;10;1;1;1;0;;;;;40;40;20;62.1;17.2;20.7;0;v12025;20260427;2m;2025
40194;3;COLEGIO DOMINGO SANTA MARIA;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;3;1;74;52;289;299;30;;33;;1;;1;;;2;;1;21.6;24.3;54.1;30.8;26.9;42.3;0;v12025;20260427;2m;2025
13513;5;COLEGIO DALMACIA;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;3;2;2;1;66;65;240;241;-10;8;0;-6;0;0;0;0;;;;;56.1;24.2;19.7;63.1;26.2;10.8;0;v12025;20260427;2m;2025
1734;5;COLEGIO RUBEN CASTRO-DIURNO;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;4;1;73;74;263;305;-4;0;-7;16;0;0;-1;1;;;;;41.1;28.8;30.1;25.7;31.1;43.2;0;v12025;20260427;2m;2025
5816;5;COLEGIO METODISTA;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;4;1;60;61;263;281;-14;14;-7;-8;-1;0;-1;-1;;;;;36.7;33.3;30;32.8;37.7;29.5;0;v12025;20260427;2m;2025
220;8;LICEO MINERO AMÉRICA;2;DE ANTOFAGASTA;22;EL LOA;2201;CALAMA;22;El Loa;6;4;2;1;196;141;244;270;6;7;4;23;0;0;0;1;;;;;58.7;30.1;11.2;36.2;42.6;21.3;0;v12025;20260427;2m;2025
8627;4;COLEGIO SANTA MARIA DE SANTIAGO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;3;2;4;1;144;146;270;288;6;21;0;-1;0;1;0;0;;;;;31.3;34.7;34;27.4;40.4;32.2;0;v12025;20260427;2m;2025
22358;1;COLEGIO INGLES;10;DE LOS LAGOS;103;OSORNO;10303;PURRANQUE;103;Osorno;3;2;2;1;31;29;233;234;-7;-20;-7;-13;0;0;-1;0;;;;;58.1;35.5;6.5;65.5;34.5;0;0;v12025;20260427;2m;2025
16453;4;COLEGIO ALBORADA;7;DEL MAULE;74;LINARES;7401;LINARES;73;Linares;4;3;5;1;27;27;313;387;2;-11;25;58;0;0;1;1;;;;;0;22.2;77.8;0;3.7;96.3;0;v12025;20260427;2m;2025
9955;4;COLEGIO ROSITA SANCHEZ;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;33;35;235;225;-18;-30;-21;-42;-1;-1;-1;-1;;;;;69.7;21.2;9.1;71.4;22.9;5.7;0;v12025;20260427;2m;2025
26045;2;ESCUELA  SAN PEDRO VALLE GRANDE;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13302;LAMPA;137;Norte;3;2;3;1;68;69;241;260;0;17;-15;-7;0;1;-1;0;;;;;54.4;32.4;13.2;46.4;39.1;14.5;0;v12025;20260427;2m;2025
9065;4;LICEO COMERCIAL GABRIEL GONZALEZ VIDEL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;5;2;3;1;142;142;243;275;0;2;-13;8;0;0;-1;1;;;;;53.5;31;15.5;34.5;49.3;16.2;0;v12025;20260427;2m;2025
31203;7;COLEGIO DOMINGO SANTA MARIA;4;DE COQUIMBO;41;ELQUI;4106;VICUÑA;41;Elqui;3;2;2;1;72;70;260;263;-2;10;20;16;0;0;1;1;;;;;41.7;38.9;19.4;48.6;27.1;24.3;0;v12025;20260427;2m;2025
11936;9;COLEGIO JACQUES COUSTEAU;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;2;1;55;63;242;245;4;11;2;-2;0;0;0;0;;;;;54.5;23.6;21.8;54;34.9;11.1;0;v12025;20260427;2m;2025
24316;7;LICEO POLITEC.CARDENAL RAUL SILVA HENR;12;DE MAGALLANES Y DE LA ANT;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;6;4;1;1;56;56;229;211;18;0;1;-22;1;0;0;-1;;;;;67.9;19.6;12.5;82.1;17.9;0;0;v12025;20260427;2m;2025
8000;4;INSTITUTO ALEMAN DE FRUTILLAR;10;DE LOS LAGOS;101;LLANQUIHUE;10105;FRUTILLAR;101;Llanquihue;4;3;5;1;17;18;307;323;-3;-23;19;-6;0;-1;1;0;;;;;11.8;29.4;58.8;16.7;27.8;55.6;0;v12025;20260427;2m;2025
7004;1;COLEGIO MARIA DEOGRACIA;14;DE LOS RÍOS;142;DEL RANCO;14202;FUTRONO;142;Ranco;3;2;2;1;38;38;245;258;-6;25;5;11;0;1;0;0;;;;;52.6;26.3;21.1;52.6;34.2;13.2;0;v12025;20260427;2m;2025
1594;6;COLEGIO SAN DAMIAN DE MOLOKAI;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;3;1;39;36;247;251;7;12;-9;-16;0;0;-1;-1;;;;;46.2;30.8;23.1;58.3;33.3;8.3;0;v12025;20260427;2m;2025
25644;7;COLEGIO PART. NEW LITTLE COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;4;1;62;61;239;260;-19;15;-31;-29;-1;0;-1;-1;;;;;58.1;24.2;17.7;42.6;47.5;9.8;0;v12025;20260427;2m;2025
15657;4;COLEGIO NEHUEN;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6117;SAN VICENTE;61;Cachapoal;3;2;3;1;46;53;283;318;18;-10;27;51;1;0;1;1;;;;;19.6;34.8;45.7;15.1;26.4;58.5;0;v12025;20260427;2m;2025
5083;0;COLEGIO ARAUCO;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;84;Arauco;4;3;5;1;21;21;321;425;1;-1;33;96;0;0;1;1;;;;;0;9.5;90.5;0;4.8;95.2;0;v12025;20260427;2m;2025
609;2;LICEO BICENTENARIO DE EXCELENCIA INSTI;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;6;4;2;1;183;177;246;261;-4;-15;6;14;0;-1;1;1;;;;;51.4;37.2;11.5;42.4;47.5;10.2;0;v12025;20260427;2m;2025
24671;9;COLEGIO LA ABADIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;4;3;5;1;16;15;287;322;-4;24;-1;-7;0;1;0;0;;;;;31.3;18.8;50;6.7;46.7;46.7;0;v12025;20260427;2m;2025
15720;1;LICEO MUNICIPAL ZOILA ROSA CARRENO;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6109;MALLOA;61;Cachapoal;2;1;1;2;39;34;211;212;;;;;;;;;2;2;1;1;79.5;17.9;2.6;88.2;11.8;0;0;v12025;20260427;2m;2025
20048;4;COLEGIO SCOLE CREARE;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;4;1;59;62;290;293;7;21;20;4;0;1;1;0;;;;;16.9;33.9;49.2;24.2;40.3;35.5;0;v12025;20260427;2m;2025
4691;4;COLEGIO CHILENO ARABE;8;DEL BIOBÍO;81;CONCEPCIÓN;8103;CHIGUAYANTE;83;Concepcion;3;2;5;1;30;26;307;358;11;78;19;29;0;1;1;1;;;;;6.7;26.7;66.7;3.8;26.9;69.2;0;v12025;20260427;2m;2025
3609;9;LICEO PELLUHUE;7;DEL MAULE;72;CAUQUENES;7203;PELLUHUE;74;Cauquenes;6;4;1;1;84;85;212;212;-20;-1;-16;-21;-1;0;-1;-1;;;;;72.6;21.4;6;82.4;12.9;4.7;0;v12025;20260427;2m;2025
10642;9;LICEO POLIVALENTE LOS GUINDOS;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;1;1;1;1;85;83;204;218;4;12;-24;-15;0;0;-1;-1;;;;;80;15.3;4.7;74.7;25.3;0;0;v12025;20260427;2m;2025
25999;3;COLEGIO ALICANTE DEL SOL;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;4;1;217;214;284;301;-14;-7;14;12;-1;0;1;1;;;;;23;30;47;24.3;32.2;43.5;0;v12025;20260427;2m;2025
13450;3;COLEGIO ANDRES BELLO - PAMPA;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;58;56;276;326;-5;-1;-12;-3;0;0;-1;0;;;;;31;29.3;39.7;10.7;30.4;58.9;0;v12025;20260427;2m;2025
8873;0;COLEGIO VILLA MARIA ACADEMY;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;104;104;306;388;6;16;18;59;0;1;1;1;;;;;4.8;30.8;64.4;0;4.8;95.2;0;v12025;20260427;2m;2025
5879;3;LICEO ISABEL POBLETE V.;9;DE LA ARAUCANÍA;91;CAUTÍN;9113;PERQUENCO;92;Cautin Norte;2;1;1;1;63;62;211;213;-18;-14;-17;-20;-1;0;-1;-1;;;;;84.1;14.3;1.6;83.9;14.5;1.6;0;v12025;20260427;2m;2025
1302;1;LICEO RINCONADA DE SILVA;5;DE VALPARAÍSO;57;SAN FELIPE;5705;PUTAENDO;52;San Felipe - Los Andes;2;1;1;1;11;12;243;241;20;23;15;8;0;0;1;0;;;;;63.6;9.1;27.3;41.7;58.3;0;0;v12025;20260427;2m;2025
10456;6;LICEO COMERCIAL DE PUENTE ALTO;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;1;1;1;1;72;69;224;219;4;9;-4;-14;0;0;0;-1;;;;;69.4;25;5.6;78.3;18.8;2.9;0;v12025;20260427;2m;2025
366;2;HRVATSKA SKOLA S. ESTEBAN (EX-J. SKOLA;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;4;3;5;1;74;67;299;355;3;28;11;26;0;1;1;1;;;;;10.8;28.4;60.8;3;28.4;68.7;0;v12025;20260427;2m;2025
22504;5;LICEO FRANCISCO COLOANE;10;DE LOS LAGOS;102;CHILOÉ;10201;CASTRO;102;Chiloe;6;4;1;1;37;38;239;239;-13;-5;11;6;0;0;1;0;;;;;56.8;29.7;13.5;63.2;31.6;5.3;0;v12025;20260427;2m;2025
1989;5;INTERNADO ALEMAN;5;DE VALPARAÍSO;58;MARGA MARG;5804;VILLA ALEMANA;53;Valparaiso - Isla de Pascua;4;3;5;1;42;46;275;271;8;16;-13;-58;0;0;-1;-1;;;;;33.3;31;35.7;37;41.3;21.7;0;v12025;20260427;2m;2025
17635;4;COLEGIO CONCEPCION LOS ACACIOS;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;2;1;97;88;266;313;-6;3;26;66;0;0;1;1;;;;;38.1;35.1;26.8;22.7;26.1;51.1;0;v12025;20260427;2m;2025
2530;5;LICEO MUNICIPAL JUAN PABLO II;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6305;NANCAGUA;62;Colchagua;6;4;1;1;93;95;217;231;-2;1;-11;-2;0;0;-1;0;;;;;75.3;17.2;7.5;63.2;31.6;5.3;0;v12025;20260427;2m;2025
3317;0;LICEO JUAN GOMEZ MILLAS;7;DEL MAULE;74;LINARES;7408;YERBAS BUENAS;73;Linares;2;1;1;2;23;22;229;245;-3;17;1;12;0;0;0;0;;;;;73.9;13;13;59.1;40.9;0;0;v12025;20260427;2m;2025
22155;4;COLEGIO CARPE DIEM;10;DE LOS LAGOS;102;CHILOÉ;10201;CASTRO;102;Chiloe;3;2;5;1;24;22;256;262;-14;-35;-32;-67;0;-1;-1;-1;;;;;41.7;41.7;16.7;40.9;36.4;22.7;0;v12025;20260427;2m;2025
320;4;LICEO ARTISTICO DE ANTOFAGASTA `ARMAND;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;1;1;2;1;50;46;219;212;-16;1;-21;-35;-1;0;-1;-1;;;;;70;22;8;89.1;10.9;0;0;v12025;20260427;2m;2025
10210;5;LICEO GENERAL ALEJANDRO GOROSTIAGA ORR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;1;1;1;1;37;35;233;220;7;12;5;-13;0;0;0;0;;;;;67.6;18.9;13.5;77.1;20;2.9;0;v12025;20260427;2m;2025
7625;2;LICEO INDUSTRIAL PUERTO MONTT;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;1;1;67;72;238;241;;;;;;;;;2;2;1;1;58.2;26.9;14.9;62.5;27.8;9.7;0;v12025;20260427;2m;2025
131;7;COLEGIO ESCASCE;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;3;1;26;22;252;230;6;3;-4;-37;0;0;0;-1;;;;;50;23.1;26.9;63.6;31.8;4.5;0;v12025;20260427;2m;2025
2052;4;COLEGIO PROVIDENCIA;5;DE VALPARAÍSO;56;SAN ANTONI;5601;SAN ANTONIO;54;San Antonio;3;2;2;1;21;16;249;235;15;;9;;0;;0;;;2;;1;57.1;23.8;19;62.5;37.5;0;0;v12025;20260427;2m;2025
10542;2;CENTRO EDUCACIONAL BALDOMERO LILLO;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;6;4;1;1;65;69;213;219;-15;10;-15;-14;-1;0;-1;-1;;;;;78.5;16.9;4.6;84.1;14.5;1.4;0;v12025;20260427;2m;2025
14764;8;COLEGIO UMBRAL DE CURAUMA;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;4;3;5;1;50;51;294;324;6;17;6;-5;0;1;0;0;;;;;18;38;44;15.7;31.4;52.9;0;v12025;20260427;2m;2025
12225;4;COLEGIO BICENTENARIO SAN ESTEBAN MARTI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13115;LO BARNECHEA;133;Oriente;3;2;2;1;66;69;228;247;-16;-17;-12;0;-1;-1;-1;0;;;;;65.2;19.7;15.2;56.5;29;14.5;0;v12025;20260427;2m;2025
12059;6;COLEGIO AGRÍCOLA LOS MAYOS;8;DEL BIOBÍO;83;BIOBÍO;8311;SANTA BÁRBARA;82;Bio Bio;3;2;1;2;33;30;211;222;-2;-5;-17;-11;0;0;-1;0;;;;;87.9;6.1;6.1;76.7;20;3.3;0;v12025;20260427;2m;2025
4565;9;LICEO DOMINGO SANTA MARÍA;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;6;4;3;1;27;25;245;251;-13;;-11;-16;0;;-1;-1;;;;1;55.6;33.3;11.1;48;40;12;0;v12025;20260427;2m;2025
14266;2;COLEGIO NAZCA BELEN;5;DE VALPARAÍSO;58;MARGA MARG;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;3;2;2;1;21;17;237;244;-3;-11;-3;-3;0;0;0;0;;;;;66.7;14.3;19;52.9;35.3;11.8;0;v12025;20260427;2m;2025
31080;8;COLEGIO RENACER TP;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;1;1;44;44;235;256;-11;0;7;23;0;0;1;1;;;;;65.9;25;9.1;43.2;47.7;9.1;0;v12025;20260427;2m;2025
8501;4;LICEO POLITEC. PDTE. GABRIEL GONZALEZ;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;2;1;3;1;88;83;223;242;-4;-8;-33;-25;0;0;-1;-1;;;;;71.6;18.2;10.2;62.7;25.3;12;0;v12025;20260427;2m;2025
9168;5;COLEGIO LIBERTADOR SIMON BOLIVAR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13118;MACUL;133;Oriente;3;2;3;1;72;67;279;316;13;16;23;49;1;1;1;1;;;;;19.4;44.4;36.1;16.4;32.8;50.7;0;v12025;20260427;2m;2025
10828;6;COLEGIO PARTICULAR ALONSO DE ERCILLA;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;3;2;3;1;79;75;281;292;4;-1;25;25;0;0;1;1;;;;;15.2;46.8;38;18.7;50.7;30.7;0;v12025;20260427;2m;2025
20074;3;CAMBRIDGE COLLEGE PRIMAVERA;9;DE LA ARAUCANÍA;91;CAUTÍN;9119;VILCÚN;92;Cautin Norte;3;2;3;1;33;33;252;286;18;30;-4;19;1;1;0;1;;;;;42.4;36.4;21.2;30.3;36.4;33.3;0;v12025;20260427;2m;2025
4591;8;COLEGIO REPUBLICA DE GRECIA;8;DEL BIOBÍO;81;CONCEPCIÓN;8103;CHIGUAYANTE;83;Concepcion;6;4;1;1;17;12;235;241;46;30;7;8;1;0;0;0;;;;;58.8;23.5;17.6;66.7;25;8.3;0;v12025;20260427;2m;2025
2836;3;LICEO JUAN AGUSTIN MORALES GONZALEZ;7;DEL MAULE;73;CURICÓ;7304;MOLINA;71;Curico;2;1;1;1;51;49;224;235;-4;26;-4;2;0;1;0;0;;;;;66.7;29.4;3.9;65.3;28.6;6.1;0;v12025;20260427;2m;2025
486;3;LICEO JAPÓN;3;DE ATACAMA;33;HUASCO;3304;HUASCO;32;Huasco - Vallenar;6;4;2;1;78;85;219;221;-9;-9;-21;-26;0;0;-1;-1;;;;;69.2;24.4;6.4;78.8;20;1.2;0;v12025;20260427;2m;2025
26503;9;COLEGIO SAINT LOUIS SCHOOL;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13303;TILTIL;137;Norte;3;2;4;1;29;31;281;247;14;7;11;-42;0;0;1;-1;;;;;27.6;31;41.4;58.1;25.8;16.1;0;v12025;20260427;2m;2025
22544;4;LICEO POLIVALENTE BENJAMIN VICUÑA MACK;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;2;1;59;65;226;225;1;6;-14;-22;0;0;-1;-1;;;;;64.4;23.7;11.9;73.8;20;6.2;0;v12025;20260427;2m;2025
25458;4;COLEGIO POLIVALENTE FALCON COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;3;2;2;1;115;110;251;255;28;40;11;8;1;1;1;1;;;;;49.6;28.7;21.7;50.9;30.9;18.2;0;v12025;20260427;2m;2025
25790;7;COLEGIO POLIV. DIEGO PORTALES DE MAIPU;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;2;1;27;24;249;267;26;48;9;20;1;1;1;1;;;;;48.1;25.9;25.9;50;33.3;16.7;0;v12025;20260427;2m;2025
40114;5;LICEO ORIENTE;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6115;RENGO;61;Cachapoal;2;1;3;1;132;123;283;306;11;22;27;39;1;1;1;1;;;;;25;27.3;47.7;18.7;38.2;43.1;0;v12025;20260427;2m;2025
10187;7;COLEGIO BICENTENARIO MADRE ANA EUGENIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13124;PUDAHUEL;134;Poniente;3;2;3;1;102;102;266;264;9;22;10;-3;0;1;1;0;;;;;32.4;40.2;27.5;46.1;28.4;25.5;0;v12025;20260427;2m;2025
14552;1;COLEGIO SAN NICOLAS DE CANAL CHACAO;5;DE VALPARAÍSO;58;MARGA MARG;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;3;2;2;1;49;48;262;259;5;-1;22;12;0;0;1;1;;;;;46.9;20.4;32.7;47.9;31.3;20.8;0;v12025;20260427;2m;2025
10851;0;COLEGIO INSTITUTO SAN LUIS DE CURACAVI;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13503;CURACAVÍ;135;Talagante;3;2;3;1;30;28;242;241;3;-5;-14;-26;0;0;-1;-1;;;;;50;36.7;13.3;53.6;39.3;7.1;0;v12025;20260427;2m;2025
9377;7;COLEGIO POLIV. VICENTE VALDES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;112;108;249;258;5;-9;-7;-9;0;0;-1;-1;;;;;49.1;26.8;24.1;50;33.3;16.7;0;v12025;20260427;2m;2025
8813;7;LICEO BICENTENARIO TÉCNICO PROFESIONAL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13127;RECOLETA;137;Norte;5;2;2;1;126;95;270;302;38;;30;;1;;1;;;2;;1;35.7;32.5;31.7;26.3;28.4;45.3;0;v12025;20260427;2m;2025
22467;7;COLEGIO LAFQUEN MONTESSORI PUERTO MONT;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;4;3;5;1;11;10;289;291;;;1;;;;0;;;2;1;1;18.2;36.4;45.5;20;50;30;0;v12025;20260427;2m;2025
24625;5;COLEGIO SAN CRISTOBAL COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13130;SAN MIGUEL;131;Centro;4;3;5;1;30;31;290;343;4;4;2;14;0;0;0;1;;;;;13.3;43.3;43.3;6.5;16.1;77.4;0;v12025;20260427;2m;2025
25172;0;COLEGIO PUMAHUE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13122;PEÑALOLÉN;133;Oriente;4;3;5;1;111;113;305;350;2;16;17;21;0;1;1;1;;;;;4.5;34.2;61.3;4.4;27.4;68.1;0;v12025;20260427;2m;2025
6649;4;LICEO SAN FRANCISCO DE ASIS DE CHOL CH;9;DE LA ARAUCANÍA;91;CAUTÍN;9121;CHOLCHOL;92;Cautin Norte;3;2;1;1;19;20;253;254;-23;-26;25;21;-1;0;1;1;;;;;47.4;31.6;21.1;40;50;10;0;v12025;20260427;2m;2025
1362;5;ESCUELA AGRICOLA SALESIANA F. HUIDOBRO;5;DE VALPARAÍSO;57;SAN FELIPE;5702;CATEMU;52;San Felipe - Los Andes;3;2;2;1;37;37;249;275;10;-6;9;28;0;0;1;1;;;;;54.1;35.1;10.8;35.1;40.5;24.3;0;v12025;20260427;2m;2025
1196;7;LICEO BICENTENARIO TÉCNICO AMANCAY;5;DE VALPARAÍSO;53;LOS ANDES;5301;LOS ANDES;52;San Felipe - Los Andes;2;1;2;1;67;64;239;241;27;;-1;;1;;0;;;2;;1;58.2;28.4;13.4;56.3;39.1;4.7;0;v12025;20260427;2m;2025
16467;4;LICEO PABLO NERUDA DE TALCA;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;3;1;51;48;261;265;0;3;5;-2;0;0;0;0;;;;;45.1;21.6;33.3;43.8;37.5;18.8;0;v12025;20260427;2m;2025
1860;0;COLEGIO INGLES;5;DE VALPARAÍSO;51;VALPARAÍSO;5107;QUINTERO;53;Valparaiso - Isla de Pascua;3;2;2;1;53;53;239;235;-3;-9;-1;-12;0;0;0;-1;;;;;54.7;32.1;13.2;69.8;20.8;9.4;0;v12025;20260427;2m;2025
