rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect2m_rbd;nalu_mate2m_rbd;prom_lect2m_rbd;prom_mate2m_rbd;dif_lect2m_rbd;dif_mate2m_rbd;difgru_lect2m_rbd;difgru_mate2m_rbd;sigdif_lect2m_rbd;sigdif_mate2m_rbd;siggru_lect2m_rbd;siggru_mate2m_rbd;marca_lect2m_rbd;marca_mate2m_rbd;marcadif_lect2m_rbd;marcadif_mate2m_rbd;palu_eda_ins_lect2m_rbd;palu_eda_ele_lect2m_rbd;palu_eda_ade_lect2m_rbd;palu_eda_ins_mate2m_rbd;palu_eda_ele_mate2m_rbd;palu_eda_ade_mate2m_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
7826;3;COLEGIO SAN MIGUEL;10;DE LOS LAGOS;101;LLANQUIHUE;10102;CALBUCO;101;Llanquihue;3;2;3;1;104;100;237;249;-2;9;-19;-18;0;0;-1;-1;;;;;53.8;33.7;12.5;59;29;12;0;v12025;20260427;2m;2025
6830;6;COLEGIO NUESTRA SENORA DEL CARMEN;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;3;1;72;69;260;264;7;24;4;-3;0;1;0;0;;;;;33.3;43.1;23.6;42;36.2;21.7;0;v12025;20260427;2m;2025
40126;9;COLEGIO RAUL SILVA HENRIQUEZ;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;2;1;1;1;85;80;238;231;5;-2;10;-2;0;0;1;0;;;;;55.3;41.2;3.5;62.5;35;2.5;0;v12025;20260427;2m;2025
14324;3;COLEGIO WILLIAM JAMES;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;4;3;4;1;16;18;238;233;;-28;-32;-56;;0;-1;-1;;;1;;62.5;25;12.5;72.2;27.8;0;0;v12025;20260427;2m;2025
18237;0;COLEGIO AMANECER SAN CARLOS;8;DEL BIOBÍO;81;CONCEPCIÓN;8108;SAN PEDRO DE LA PAZ;83;Concepcion;3;2;3;1;61;63;257;266;12;-1;1;-1;1;0;0;0;;;;;47.5;29.5;23;46;30.2;23.8;0;v12025;20260427;2m;2025
6853;5;LICEO POLITECNICO PESQUERO;14;DE LOS RÍOS;141;VALDIVIA;14106;MARIQUINA;141;Valdivia;6;4;1;2;14;16;214;210;4;-3;-14;-23;0;0;-1;-1;;;;;85.7;7.1;7.1;87.5;12.5;0;0;v12025;20260427;2m;2025
26372;2;COLEGIO SAN LUCAS DE LO ESPEJO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;3;2;1;1;54;52;221;259;-31;0;-7;26;-1;0;-1;1;;;;;75.9;14.8;9.3;48.1;34.6;17.3;0;v12025;20260427;2m;2025
9060;3;LICEO POLITECNICO PEDRO DE VALDIVIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;5;2;3;1;124;125;247;262;7;4;-9;-5;0;0;-1;0;;;;;48.4;36.3;15.3;44.8;36.8;18.4;0;v12025;20260427;2m;2025
31327;0;COLEGIO ALICANTE DEL VALLE;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;4;1;213;206;293;330;13;38;23;41;1;1;1;1;;;;;16.4;28.2;55.4;12.6;29.1;58.3;0;v12025;20260427;2m;2025
12117;7;COMPLEJO EDUCACIONAL J. MIGUEL CARRERA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;6;4;2;1;128;131;224;234;0;12;-16;-13;0;0;-1;-1;;;;;70.3;15.6;14.1;65.6;28.2;6.1;0;v12025;20260427;2m;2025
13445;7;COLEGIO ESPANOL;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;3;1;31;26;219;226;-15;5;-37;-41;-1;0;-1;-1;;;;;77.4;16.1;6.5;73.1;23.1;3.8;0;v12025;20260427;2m;2025
22436;7;THE MISSION COLLEGE;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;3;2;1;1;99;103;234;240;-4;-1;6;7;0;0;1;0;;;;;58.6;23.2;18.2;65;27.2;7.8;0;v12025;20260427;2m;2025
12781;7;AMAZING GRACE ENGLISH SCHOOL;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;34;31;292;336;1;38;4;7;0;1;0;0;;;;;5.9;52.9;41.2;6.5;29;64.5;0;v12025;20260427;2m;2025
6452;1;LICEO REINO DE SUECIA;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;6;4;1;1;40;39;202;218;10;12;-26;-15;0;0;-1;-1;;;;;90;2.5;7.5;76.9;20.5;2.6;0;v12025;20260427;2m;2025
17859;4;COLEGIO ALMONDALE;8;DEL BIOBÍO;81;CONCEPCIÓN;8108;SAN PEDRO DE LA PAZ;83;Concepcion;3;2;5;1;76;77;300;351;7;7;12;22;0;0;1;1;;;;;19.7;19.7;60.5;3.9;19.5;76.6;0;v12025;20260427;2m;2025
6120;4;COLEGIO ALBERTO HURTADO;9;DE LA ARAUCANÍA;91;CAUTÍN;9120;VILLARRICA;93;Cautin Sur;3;2;2;1;94;96;258;296;-4;41;18;49;0;1;1;1;;;;;40.4;30.9;28.7;21.9;38.5;39.6;0;v12025;20260427;2m;2025
69;8;JUNIOR COLLEGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;4;3;5;1;64;67;302;360;0;-5;14;31;0;0;1;1;;;;;6.3;28.1;65.6;1.5;16.4;82.1;0;v12025;20260427;2m;2025
22459;6;COLEGIO LAICO VALDIVIA;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;4;1;31;28;267;249;11;14;-3;-40;0;0;0;-1;;;;;41.9;29;29;57.1;32.1;10.7;0;v12025;20260427;2m;2025
12094;4;COLEGIO SAN ESTEBAN DIÁCONO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13132;VITACURA;133;Oriente;4;3;5;1;53;52;269;294;6;-13;-19;-35;0;0;-1;-1;;;;;32.1;30.2;37.7;23.1;40.4;36.5;0;v12025;20260427;2m;2025
11430;8;COLEGIO TERESIANO PADRE ENRIQUE;8;DEL BIOBÍO;83;BIOBÍO;8306;NACIMIENTO;82;Bio Bio;3;2;3;1;77;76;281;298;17;28;25;31;1;1;1;1;;;;;28.6;35.1;36.4;18.4;52.6;28.9;0;v12025;20260427;2m;2025
16508;5;COLEGIO HISPANOCHILENO EL PILAR;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;4;1;96;95;262;306;11;5;-8;17;1;0;-1;1;;;;;40.6;26;33.3;21.1;31.6;47.4;0;v12025;20260427;2m;2025
1397;8;ESCUELA PARTICULAR INDUSTRIAL E. BERTE;5;DE VALPARAÍSO;55;QUILLOTA;5501;QUILLOTA;51;Quillota - Petorca;3;2;2;1;166;159;230;250;1;0;-10;3;0;0;-1;0;;;;;63.9;23.5;12.7;56.6;27.7;15.7;0;v12025;20260427;2m;2025
1520;2;LICEO BICENTENARIO MARITIMO DE VALPARA;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;6;4;3;1;86;89;241;254;4;-2;-15;-13;0;0;-1;-1;;;;;52.3;30.2;17.4;49.4;37.1;13.5;0;v12025;20260427;2m;2025
40295;8;COLEGIO MAHATMA GANDHI;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;3;1;62;62;247;247;8;-3;-9;-20;0;0;-1;-1;;;;;48.4;25.8;25.8;48.4;40.3;11.3;0;v12025;20260427;2m;2025
10906;1;COLEGIO FORD COLLEGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;3;2;4;1;37;36;276;283;-8;-13;6;-6;0;0;1;0;;;;;24.3;40.5;35.1;36.1;33.3;30.6;0;v12025;20260427;2m;2025
13491;0;COLEGIO ALTAZOR;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;2;1;62;63;211;221;-26;-6;-29;-26;-1;0;-1;-1;;;;;82.3;14.5;3.2;81;12.7;6.3;0;v12025;20260427;2m;2025
8914;1;COLEGIO WILLIAM KILPATRICK;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;10;13;257;316;-29;-31;-31;-13;-1;-1;-1;0;;;;;30;50;20;15.4;23.1;61.5;0;v12025;20260427;2m;2025
8991;5;COLEGIO PADRE HURTADO Y JUANITA DE LOS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;86;92;303;364;5;16;15;35;0;1;1;1;;;;;9.3;27.9;62.8;3.3;8.7;88;0;v12025;20260427;2m;2025
16485;2;COLEGIO GARDEN COLLEGE;7;DEL MAULE;72;CAUQUENES;7201;CAUQUENES;74;Cauquenes;3;2;3;1;43;40;267;306;11;26;11;39;0;1;1;1;;;;;37.2;32.6;30.2;17.5;37.5;45;0;v12025;20260427;2m;2025
2084;2;COLEGIO CARLOS ALESSANDRI ALTAMIRANO;5;DE VALPARAÍSO;56;SAN ANTONI;5602;ALGARROBO;54;San Antonio;2;1;2;1;122;126;224;207;-2;-10;-16;-40;0;0;-1;-1;;;;;64.8;26.2;9;91.3;8.7;0;0;v12025;20260427;2m;2025
14819;9;COLEGIO CERVANTINO;5;DE VALPARAÍSO;57;SAN FELIPE;5705;PUTAENDO;52;San Felipe - Los Andes;3;2;3;1;21;20;268;282;-4;24;12;15;0;1;1;1;;;;;38.1;33.3;28.6;30;35;35;0;v12025;20260427;2m;2025
25562;9;ESC BASICA PART SAN JOSE DE LA FAMILIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13112;LA PINTANA;136;Cordillera;3;2;2;1;79;67;250;293;0;4;10;46;0;0;1;1;;;;;51.9;30.4;17.7;29.9;32.8;37.3;0;v12025;20260427;2m;2025
9601;6;CENTRO EDUCACIONAL MUNICIPAL SAN RAMON;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13131;SAN RAMÓN;132;Sur;6;4;1;1;31;23;232;228;40;;4;;1;;0;;;2;;1;71;12.9;16.1;78.3;17.4;4.3;0;v12025;20260427;2m;2025
1443;5;LICEO INDUSTRIAL A-16 OSCAR CORONA BAR;5;DE VALPARAÍSO;55;QUILLOTA;5502;LA CALERA;51;Quillota - Petorca;5;2;2;1;154;159;220;242;-17;0;-20;-5;-1;0;-1;0;;;;;74;18.8;7.1;56;37.7;6.3;0;v12025;20260427;2m;2025
16462;3;LICEO MONSEÑOR CARLOS GONZÁLEZ CRUCHAG;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;1;1;16;18;218;200;-4;5;-10;-33;0;0;0;-1;;;;;62.5;37.5;0;94.4;5.6;0;0;v12025;20260427;2m;2025
14470;3;LICEO POLITÉCNICO MARGA MARGA;5;DE VALPARAÍSO;58;MARGA MARG;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;1;1;2;1;53;52;212;208;0;-7;-28;-39;0;0;-1;-1;;;;;75.5;22.6;1.9;86.5;13.5;0;0;v12025;20260427;2m;2025
20298;3;COLEGIO PUENTE MAIPO;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;2;1;61;55;273;338;6;-19;33;91;0;-1;1;1;;;;;29.5;41;29.5;12.7;27.3;60;0;v12025;20260427;2m;2025
9701;2;LICEO POLIVALENTE OLOF PALME;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13109;LA CISTERNA;132;Sur;6;4;3;1;35;34;220;219;-34;-32;-36;-48;-1;-1;-1;-1;;;;;60;25.7;14.3;73.5;26.5;0;0;v12025;20260427;2m;2025
1048;0;LICEO NICOLAS FEDERICO LOHSE VARGAS;4;DE COQUIMBO;42;CHOAPA;4203;LOS VILOS;43;Choapa;2;1;2;1;162;164;233;236;10;6;-7;-11;1;0;-1;-1;;;;;63.6;21.6;14.8;65.9;25.6;8.5;0;v12025;20260427;2m;2025
8868;4;COLEGIO LA GIROUETTE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;49;50;315;353;11;23;27;24;0;1;1;1;;;;;4.1;22.4;73.5;6;16;78;0;v12025;20260427;2m;2025
15775;9;LICEO TECNICO PROFESIONAL SANTA ROSA;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;2;1;43;43;227;198;-8;-2;-13;-49;0;0;-1;-1;;;;;74.4;18.6;7;90.7;9.3;0;0;v12025;20260427;2m;2025
14865;2;COLEGIO TECNICO ALIANZA EDUCACIONAL;5;DE VALPARAÍSO;58;MARGA MARG;5802;LIMACHE;51;Quillota - Petorca;3;2;2;1;23;22;222;209;-9;-5;-18;-38;0;0;-1;-1;;;;;73.9;17.4;8.7;90.9;4.5;4.5;0;v12025;20260427;2m;2025
2794;4;LICEO TENO;7;DEL MAULE;73;CURICÓ;7308;TENO;71;Curico;2;1;1;1;83;81;221;223;10;7;-7;-10;0;0;-1;-1;;;;;73.5;21.7;4.8;81.5;16;2.5;0;v12025;20260427;2m;2025
1735;3;LICEO PARROQUIAL SAN ANTONIO;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;3;1;120;120;267;262;-6;-5;11;-5;0;0;1;0;;;;;32.5;44.2;23.3;49.2;32.5;18.3;0;v12025;20260427;2m;2025
20129;4;ESCUELA GRACIA Y PAZ;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;3;1;42;41;271;285;0;-4;15;18;0;0;1;1;;;;;31;40.5;28.6;19.5;58.5;22;0;v12025;20260427;2m;2025
2940;8;LICEO CARLOS CONDELL;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;2;1;2;1;22;25;233;237;20;17;-7;-10;1;0;0;0;;;;;72.7;13.6;13.6;68;20;12;0;v12025;20260427;2m;2025
24812;6;COLEGIO POLIV. SAN JOSE DE RENCA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;3;2;2;1;64;61;261;299;-15;-19;21;52;-1;-1;1;1;;;;;40.6;34.4;25;21.3;42.6;36.1;0;v12025;20260427;2m;2025
12658;6;LICEO AGR. TEC. PROF. PADRE FRANCISCO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;3;2;1;2;25;25;224;220;8;19;-4;-13;0;0;0;0;;;;;80;12;8;80;20;0;0;v12025;20260427;2m;2025
8496;4;LICEO JOSÉ DE SAN MARTIN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;2;1;3;1;87;87;256;249;27;20;0;-18;1;1;0;-1;;;;;41.4;41.4;17.2;50.6;42.5;6.9;0;v12025;20260427;2m;2025
9077;8;COMPLEJO EDUC.MUN. BRIGIDA  WALKER.;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;1;1;2;1;110;107;230;231;-6;12;-10;-16;0;0;-1;-1;;;;;61.8;30.9;7.3;71;20.6;8.4;0;v12025;20260427;2m;2025
25393;6;COLEGIO QUINTO CENTENARIO CORDILLERA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;4;1;39;40;266;256;9;6;-4;-33;0;0;0;-1;;;;;38.5;30.8;30.8;52.5;40;7.5;0;v12025;20260427;2m;2025
8828;5;LICEO BICENTENARIO SIMON BOLIVAR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;1;1;3;1;77;73;303;322;11;-21;47;55;0;-1;1;1;;;;;11.7;24.7;63.6;9.6;42.5;47.9;0;v12025;20260427;2m;2025
9409;9;LICEO COMERCIAL INSTITUTO SUPERIOR DE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13130;SAN MIGUEL;131;Centro;5;2;2;1;125;119;255;247;3;-5;15;0;0;0;1;0;;;;;44.8;33.6;21.6;56.3;29.4;14.3;0;v12025;20260427;2m;2025
4500;4;LICEO ISIDORA AGUIRRE TUPPER;8;DEL BIOBÍO;83;BIOBÍO;8310;SAN ROSENDO;82;Bio Bio;2;1;2;1;21;22;249;239;-8;;9;-8;0;;0;0;;;;1;42.9;38.1;19;59.1;36.4;4.5;0;v12025;20260427;2m;2025
20235;5;GEORGE CHAYTOR ENGLISH COLLEGE;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;4;3;5;1;55;59;286;304;-7;-21;-2;-25;0;-1;0;-1;;;;;14.5;32.7;52.7;18.6;39;42.4;0;v12025;20260427;2m;2025
9824;8;COMPLEJO EDUCACIONAL STELLA MARIS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;3;2;3;1;70;70;237;258;-16;-9;-19;-9;-1;0;-1;-1;;;;;55.7;22.9;21.4;47.1;34.3;18.6;0;v12025;20260427;2m;2025
12077;4;COLEGIO SAN MIGUEL DE LOS ANDES;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;3;1;83;82;263;256;15;13;7;-11;1;0;1;-1;;;;;48.2;28.9;22.9;50;41.5;8.5;0;v12025;20260427;2m;2025
25061;9;COLEGIO POLIVALENTE RAULÍ;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;1;1;62;62;245;228;3;-2;17;-5;0;0;1;0;;;;;51.6;29;19.4;67.7;29;3.2;0;v12025;20260427;2m;2025
9183;9;ESC.PARA SORDOS DR. OTTE GABLER;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13129;SAN JOAQUÍN;131;Centro;3;2;;1;0;0;;;;;;;;;;;;;;;;;;;;;1;v12025;20260427;2m;2025
361;1;COL. THE ANTOFAGASTA BRITISH SCHOOL;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;4;3;5;1;48;50;295;334;6;13;7;5;0;0;1;0;;;;;16.7;27.1;56.3;0;40;60;0;v12025;20260427;2m;2025
22499;5;INSTITUTO INGLES ANTUQUENU;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;3;2;2;1;98;107;234;235;4;5;-6;-12;0;0;-1;-1;;;;;57.1;31.6;11.2;63.6;28;8.4;0;v12025;20260427;2m;2025
4560;8;LICEO CHIGUAYANTE;8;DEL BIOBÍO;81;CONCEPCIÓN;8103;CHIGUAYANTE;83;Concepcion;6;4;2;1;19;18;200;211;-18;-15;-40;-36;-1;0;-1;-1;;;;;84.2;15.8;0;88.9;11.1;0;0;v12025;20260427;2m;2025
14673;0;COLEGIO NUEVA ERA SIGLO XXI QUILLOTA;5;DE VALPARAÍSO;55;QUILLOTA;5501;QUILLOTA;51;Quillota - Petorca;3;2;3;1;34;31;264;282;-3;18;8;15;0;0;1;1;;;;;29.4;47.1;23.5;29;48.4;22.6;0;v12025;20260427;2m;2025
11035;3;COLEGIO AMBROSIO O HIGGINS;3;DE ATACAMA;33;HUASCO;3301;VALLENAR;32;Huasco - Vallenar;4;3;5;1;37;37;292;320;-5;10;4;-9;0;0;0;-1;;;;;21.6;18.9;59.5;8.1;40.5;51.4;0;v12025;20260427;2m;2025
22691;2;LICEO FRANCISCO HERNANDEZ ORTIZ-PIZARR;10;DE LOS LAGOS;101;LLANQUIHUE;10102;CALBUCO;101;Llanquihue;2;1;1;1;98;97;238;231;10;-15;10;-2;0;-1;1;0;;;;;65.3;23.5;11.2;70.1;21.6;8.2;0;v12025;20260427;2m;2025
7202;8;COLEGIO PROYECTO DE FUTURO;14;DE LOS RÍOS;141;VALDIVIA;14107;PAILLACO;141;Valdivia;6;4;1;1;16;14;253;278;37;;25;;1;;1;;;2;;1;37.5;50;12.5;21.4;42.9;35.7;0;v12025;20260427;2m;2025
2625;5;LICEO BICENTENARIO VICTOR JARA MARTINE;6;DEL LIBERTADOR BERNARDO O;63;COLCHAGUA;6307;PERALILLO;62;Colchagua;2;1;1;1;83;79;234;243;0;8;6;10;0;0;1;1;;;;;67.5;22.9;9.6;57;32.9;10.1;0;v12025;20260427;2m;2025
16608;1;COLEGIO ANTILHUE;7;DEL MAULE;73;CURICÓ;7304;MOLINA;71;Curico;3;2;1;1;38;38;230;217;-14;-2;2;-16;-1;0;0;-1;;;;;63.2;34.2;2.6;73.7;23.7;2.6;0;v12025;20260427;2m;2025
12031;6;COLEGIO SAN DIEGO DE ALCALÁ;8;DEL BIOBÍO;83;BIOBÍO;8312;TUCAPEL;82;Bio Bio;3;2;3;1;29;32;266;255;8;-22;10;-12;0;-1;1;0;;;;;44.8;34.5;20.7;46.9;37.5;15.6;0;v12025;20260427;2m;2025
31264;9;ESCUELA BÁSICA SAN GENNARO;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13404;PAINE;132;Sur;3;2;3;1;30;30;272;281;-16;0;16;14;-1;0;1;1;;;;;30;33.3;36.7;43.3;26.7;30;0;v12025;20260427;2m;2025
610;6;LICEO INDUSTRIAL JOSE TOMAS DE URMENET;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;6;4;1;1;125;128;220;245;-12;-22;-8;12;-1;-1;-1;1;;;;;74.4;18.4;7.2;55.5;37.5;7;0;v12025;20260427;2m;2025
12217;3;CENTRO POLITECNICO PARTICULAR DE NUNOA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;3;2;2;1;128;126;236;250;-4;-15;-4;3;0;-1;0;0;;;;;60.2;28.1;11.7;58.7;24.6;16.7;0;v12025;20260427;2m;2025
11971;7;COLEGIO SANTO DOMINGO_PADRES DOMINICOS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;4;3;5;1;30;31;271;338;-25;3;-17;9;-1;0;-1;1;;;;;33.3;26.7;40;12.9;25.8;61.3;0;v12025;20260427;2m;2025
25894;6;COLEGIO MANANTIAL DE SAN MIGUEL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13130;SAN MIGUEL;131;Centro;3;2;4;1;35;35;273;276;-5;-4;3;-13;0;0;0;-1;;;;;28.6;34.3;37.1;42.9;28.6;28.6;0;v12025;20260427;2m;2025
17736;9;COLEGIO SAN IGNACIO;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;2;1;96;93;255;250;9;;15;3;0;;1;0;;;;1;47.9;26;26;48.4;45.2;6.5;0;v12025;20260427;2m;2025
14487;8;COLEGIO MAESE DA VINCI;5;DE VALPARAÍSO;54;PETORCA;5401;LA LIGUA;51;Quillota - Petorca;3;2;2;1;43;47;216;240;-1;6;-24;-7;0;0;-1;0;;;;;67.4;25.6;7;68.1;21.3;10.6;0;v12025;20260427;2m;2025
25645;5;COLEGIO PART. NTRA. SRA. MARIA INMACUL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;3;2;2;1;283;292;256;269;13;-6;16;22;1;0;1;1;;;;;44.5;33.6;21.9;39.4;40.1;20.5;0;v12025;20260427;2m;2025
1503;2;ESCUELA INDUSTRIAL SUPERIOR DE VALPARA;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;5;2;1;1;148;150;232;230;14;-1;4;-3;1;0;0;0;;;;;58.8;26.4;14.9;68;26;6;0;v12025;20260427;2m;2025
9910;4;COLEGIO PARTICULAR SAN FELIX;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;28;28;248;263;-13;2;-8;-4;0;0;-1;0;;;;;50;42.9;7.1;39.3;50;10.7;0;v12025;20260427;2m;2025
25556;4;COLEGIO SOCHIDES;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;1;1;37;42;215;212;-18;-2;-13;-21;-1;0;-1;-1;;;;;81.1;13.5;5.4;76.2;23.8;0;0;v12025;20260427;2m;2025
8974;5;COLEGIO CAMPVS COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;4;3;5;1;20;20;269;335;-23;-14;-19;6;-1;0;-1;0;;;;;20;55;25;5;20;75;0;v12025;20260427;2m;2025
18128;5;COLEGIO SANTO TOMÁS;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;4;1;46;50;271;284;23;-6;1;-5;1;0;0;0;;;;;32.6;32.6;34.8;30;30;40;0;v12025;20260427;2m;2025
5439;9;COMPLEJO EDUCACIONAL LUIS DURAND DURAN;9;DE LA ARAUCANÍA;92;MALLECO;9210;TRAIGUÉN;91;Malleco;2;1;1;1;65;54;211;219;-8;;-17;;0;;-1;;;2;;1;80;18.5;1.5;81.5;18.5;0;0;v12025;20260427;2m;2025
4646;9;COLEGIO SANTA SABINA;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;4;1;80;82;277;310;18;23;7;21;1;1;1;1;;;;;26.3;42.5;31.3;15.9;40.2;43.9;0;v12025;20260427;2m;2025
11931;8;CENTRO EDUC.PART.ORDEN DE SAN JORGE;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;3;2;2;1;56;58;222;221;15;1;-18;-26;1;0;-1;-1;;;;;75;19.6;5.4;77.6;19;3.4;0;v12025;20260427;2m;2025
25599;8;COLEGIO PART. SAN PEDRO DE QUILICURA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;3;2;2;1;99;97;239;233;21;8;-1;-14;1;0;0;-1;;;;;50.5;39.4;10.1;68;23.7;8.2;0;v12025;20260427;2m;2025
12864;3;COLEGIO UNIVERSITARIO ANTONIO RENDIC;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;4;3;5;1;54;54;278;350;0;20;-10;21;0;1;-1;1;;;;;25.9;33.3;40.7;9.3;20.4;70.4;0;v12025;20260427;2m;2025
31012;3;INSTITUTO BICENTENARIO DE EXCELENCIA C;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;3;1;20;18;268;272;6;-7;12;5;0;0;1;0;;;;;30;45;25;44.4;27.8;27.8;0;v12025;20260427;2m;2025
9369;6;ESCUELA PARTICULAR ROSARIO CONCHA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;73;75;265;267;-4;1;9;0;0;0;1;0;;;;;32.9;41.1;26;36;48;16;0;v12025;20260427;2m;2025
31258;4;COLEGIO WALDORF DE SANTIAGO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;4;3;5;1;13;13;252;222;-26;-17;-36;-107;-1;0;-1;-1;;;;;53.8;30.8;15.4;84.6;15.4;0;0;v12025;20260427;2m;2025
