"rbd";"agno";"id_indicador";"prom";"dif";"mdif";"sigdif";"difgru";"mdifgru";"sigdifgru";"nom_rbd";"cod_reg_rbd";"nom_reg_rbd";"cod_pro_rbd";"nom_pro_rbd";"cod_com_rbd";"nom_com_rbd";"nom_deprov_rbd";"cod_depe2";"cod_grupo";"cod_rural_rbd";"codigo_bbdd";"fecha_bbdd";"grado"
13;2025;1;77;-1;;0;3;;0;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
13;2025;2;79;2;;0;4;;1;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
13;2025;3;81;-2;;0;3;;0;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
13;2025;4;73;0;;0;1;;0;ESCUELA MANUEL RODRIGUEZ ERDOYZA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
14;2025;1;75;-9;;-1;1;;0;ESCUELA ROMULO J. PENA MATURANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
14;2025;2;79;-1;;0;4;;1;ESCUELA ROMULO J. PENA MATURANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
14;2025;3;80;-4;;0;2;;0;ESCUELA ROMULO J. PENA MATURANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
14;2025;4;75;1;;0;3;;0;ESCUELA ROMULO J. PENA MATURANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
15;2025;1;72;5;;1;0;;0;LICEO BICENTENARIO ARTISTICO DR. JUAN N;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;4;1;v12025;20260423;8b
15;2025;2;71;-2;;0;-2;;0;LICEO BICENTENARIO ARTISTICO DR. JUAN N;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;4;1;v12025;20260423;8b
15;2025;3;76;1;;0;1;;0;LICEO BICENTENARIO ARTISTICO DR. JUAN N;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;4;1;v12025;20260423;8b
15;2025;4;67;0;;0;-1;;0;LICEO BICENTENARIO ARTISTICO DR. JUAN N;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;4;1;v12025;20260423;8b
16;2025;1;79;-5;;-1;5;;1;ESCUELA REGIMIENTO RANCAGUA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
16;2025;2;82;2;;0;7;;1;ESCUELA REGIMIENTO RANCAGUA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
16;2025;3;86;-4;;-1;8;;1;ESCUELA REGIMIENTO RANCAGUA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
16;2025;4;80;-3;;0;8;;1;ESCUELA REGIMIENTO RANCAGUA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
17;2025;1;73;-7;;-1;0;;0;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
17;2025;2;73;-12;;-1;-2;;0;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
17;2025;3;78;-9;;-1;2;;0;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
17;2025;4;75;-3;;0;5;;1;ESCUELA SUBTTE. LUIS CRUZ MARTINEZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
18;2025;1;84;12;;1;10;;1;ESC. COMTE. JUAN JOSE SAN MARTIN;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
18;2025;2;80;7;;1;5;;1;ESC. COMTE. JUAN JOSE SAN MARTIN;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
18;2025;3;88;15;;1;10;;1;ESC. COMTE. JUAN JOSE SAN MARTIN;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
18;2025;4;82;14;;1;10;;1;ESC. COMTE. JUAN JOSE SAN MARTIN;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
19;2025;1;80;10;;1;7;;1;ESC. HUMBERTO VALENZUELA GARCIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
19;2025;2;81;11;;1;6;;1;ESC. HUMBERTO VALENZUELA GARCIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
19;2025;3;87;17;;1;11;;1;ESC. HUMBERTO VALENZUELA GARCIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
19;2025;4;77;11;;1;7;;1;ESC. HUMBERTO VALENZUELA GARCIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
20;2025;1;77;2;;0;3;;0;ESCUELA TUCAPEL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
20;2025;2;76;0;;0;1;;0;ESCUELA TUCAPEL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
20;2025;3;79;-2;;0;1;;0;ESCUELA TUCAPEL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
20;2025;4;71;-2;;0;-1;;0;ESCUELA TUCAPEL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
22;2025;1;70;-1;;0;-3;;0;ESCUELA GABRIELA MISTRAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
22;2025;2;71;0;;0;-4;;-1;ESCUELA GABRIELA MISTRAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
22;2025;3;74;-2;;0;-2;;0;ESCUELA GABRIELA MISTRAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
22;2025;4;73;6;;1;3;;0;ESCUELA GABRIELA MISTRAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
25;2025;1;64;;/;;-10;;-1;COLEGIO CENTENARIO DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
25;2025;2;65;;/;;-10;;-1;COLEGIO CENTENARIO DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
25;2025;3;67;;/;;-11;;-1;COLEGIO CENTENARIO DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
25;2025;4;66;;/;;-6;;-1;COLEGIO CENTENARIO DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
26;2025;1;81;;/;;7;;1;ESCUELA REPUBLICA DE ARGENTINA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
26;2025;2;80;;/;;5;;1;ESCUELA REPUBLICA DE ARGENTINA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
26;2025;3;84;;/;;6;;1;ESCUELA REPUBLICA DE ARGENTINA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
26;2025;4;76;;/;;4;;1;ESCUELA REPUBLICA DE ARGENTINA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
27;2025;1;79;;/;;6;;1;ESCUELA ESMERALDA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
27;2025;2;83;;/;;8;;1;ESCUELA ESMERALDA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
27;2025;3;86;;/;;10;;1;ESCUELA ESMERALDA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
27;2025;4;75;;/;;5;;1;ESCUELA ESMERALDA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
28;2025;1;70;-6;;-1;-3;;0;ESCUELA RICARDO SILVA ARRIAGADA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
28;2025;2;77;-5;;-1;2;;0;ESCUELA RICARDO SILVA ARRIAGADA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
28;2025;3;79;-2;;0;3;;0;ESCUELA RICARDO SILVA ARRIAGADA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
28;2025;4;72;0;;0;2;;0;ESCUELA RICARDO SILVA ARRIAGADA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;3;1;v12025;20260423;8b
29;2025;1;70;-2;;0;-6;;-1;ESCUELA AMERICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;1;v12025;20260423;8b
29;2025;2;78;3;;0;2;;0;ESCUELA AMERICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;1;v12025;20260423;8b
29;2025;3;76;-3;;0;-3;;0;ESCUELA AMERICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;1;v12025;20260423;8b
29;2025;4;75;7;;1;2;;0;ESCUELA AMERICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;1;v12025;20260423;8b
31;2025;1;72;0;;0;-4;;0;ESCUELA DARIO SALAS DIAZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
31;2025;2;74;-2;;0;-2;;0;ESCUELA DARIO SALAS DIAZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
31;2025;3;78;-1;;0;-1;;0;ESCUELA DARIO SALAS DIAZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
31;2025;4;76;7;;1;3;;0;ESCUELA DARIO SALAS DIAZ;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
32;2025;1;69;-10;;-1;-7;;-1;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
32;2025;2;76;1;;0;0;;0;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
32;2025;3;77;2;;0;-2;;0;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
32;2025;4;71;0;;0;-2;;0;LICEO AGRICOLA JOSE ABELARDO NUNEZ M.;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
33;2025;1;72;;/;;-4;;-1;ESCUELA CARLOS CONDELL DE LA HAZA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
33;2025;2;72;;/;;-4;;-1;ESCUELA CARLOS CONDELL DE LA HAZA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
33;2025;3;74;;/;;-5;;-1;ESCUELA CARLOS CONDELL DE LA HAZA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
33;2025;4;72;;/;;-1;;0;ESCUELA CARLOS CONDELL DE LA HAZA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
35;2025;1;88;;/;;12;;1;ESCUELA GRAL. MANUEL BAQUEDANO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
35;2025;2;83;;/;;7;;1;ESCUELA GRAL. MANUEL BAQUEDANO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
35;2025;3;93;;/;;14;;1;ESCUELA GRAL. MANUEL BAQUEDANO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
35;2025;4;80;;/;;7;;1;ESCUELA GRAL. MANUEL BAQUEDANO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
36;2025;1;72;-3;;0;-2;;0;ESCUELA IGNACIO CARRERA PINTO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
36;2025;2;76;3;;0;1;;0;ESCUELA IGNACIO CARRERA PINTO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
36;2025;3;80;5;;1;2;;0;ESCUELA IGNACIO CARRERA PINTO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
36;2025;4;72;7;;1;0;;0;ESCUELA IGNACIO CARRERA PINTO;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;2;1;v12025;20260423;8b
38;2025;1;71;-8;;-1;-5;;-1;ESCUELA ESPAÑA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
38;2025;2;73;-12;;-1;-3;;0;ESCUELA ESPAÑA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
38;2025;3;77;-6;;-1;-2;;0;ESCUELA ESPAÑA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
38;2025;4;70;-6;;-1;-3;;0;ESCUELA ESPAÑA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
39;2025;1;66;;/;;-10;;-1;ESCUELA PAMPA ALGODONAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
39;2025;2;72;;/;;-4;;-1;ESCUELA PAMPA ALGODONAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
39;2025;3;73;;/;;-6;;-1;ESCUELA PAMPA ALGODONAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
39;2025;4;64;;/;;-9;;-1;ESCUELA PAMPA ALGODONAL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;4;1;2;v12025;20260423;8b
45;2025;1;79;2;;0;6;;1;COLEGIO ITALIANO SANTA ANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;v12025;20260423;8b
45;2025;2;81;1;;0;6;;1;COLEGIO ITALIANO SANTA ANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;v12025;20260423;8b
45;2025;3;82;1;;0;6;;1;COLEGIO ITALIANO SANTA ANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;v12025;20260423;8b
45;2025;4;72;1;;0;2;;0;COLEGIO ITALIANO SANTA ANA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;v12025;20260423;8b
50;2025;1;71;-7;;-1;-2;;0;COLEGIO ADVENTISTA DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;v12025;20260423;8b
50;2025;2;77;-2;;0;2;;0;COLEGIO ADVENTISTA DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;v12025;20260423;8b
50;2025;3;77;-2;;0;1;;0;COLEGIO ADVENTISTA DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;v12025;20260423;8b
50;2025;4;73;1;;0;3;;0;COLEGIO ADVENTISTA DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;v12025;20260423;8b
52;2025;1;69;;/;;-4;;0;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;v12025;20260423;8b
52;2025;2;73;;/;;-2;;0;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;v12025;20260423;8b
52;2025;3;72;;/;;-4;;-1;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;v12025;20260423;8b
52;2025;4;69;;/;;-1;;0;LICEO BICENTENARIO DOMINGO SANTA MARIA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;3;1;v12025;20260423;8b
56;2025;1;73;4;;1;1;;0;COLEGIO SAN MARCOS DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;4;1;v12025;20260423;8b
56;2025;2;74;2;;0;1;;0;COLEGIO SAN MARCOS DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;4;1;v12025;20260423;8b
56;2025;3;78;4;;1;3;;0;COLEGIO SAN MARCOS DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;4;1;v12025;20260423;8b
56;2025;4;66;-5;;-1;-2;;0;COLEGIO SAN MARCOS DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;4;1;v12025;20260423;8b
59;2025;1;74;-2;;0;0;;0;COLEGIO SAN JORGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;3;5;1;v12025;20260423;8b
59;2025;2;77;6;;1;0;;0;COLEGIO SAN JORGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;3;5;1;v12025;20260423;8b
59;2025;3;79;2;;0;2;;0;COLEGIO SAN JORGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;3;5;1;v12025;20260423;8b
59;2025;4;73;-1;;0;6;;1;COLEGIO SAN JORGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;3;5;1;v12025;20260423;8b
60;2025;1;73;3;;0;1;;0;COLEGIO ALEMAN DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;4;1;v12025;20260423;8b
60;2025;2;77;2;;0;4;;1;COLEGIO ALEMAN DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;4;1;v12025;20260423;8b
60;2025;3;78;3;;0;3;;0;COLEGIO ALEMAN DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;4;1;v12025;20260423;8b
60;2025;4;70;0;;0;2;;0;COLEGIO ALEMAN DE ARICA;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;4;1;v12025;20260423;8b
67;2025;1;67;-4;;0;-5;;-1;ABRAHAM LINCOLN SCHOOL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;4;1;v12025;20260423;8b
67;2025;2;71;2;;0;-2;;0;ABRAHAM LINCOLN SCHOOL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;4;1;v12025;20260423;8b
67;2025;3;69;0;;0;-6;;-1;ABRAHAM LINCOLN SCHOOL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;4;1;v12025;20260423;8b
67;2025;4;65;-3;;0;-3;;0;ABRAHAM LINCOLN SCHOOL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;2;4;1;v12025;20260423;8b
69;2025;1;77;1;;0;3;;0;JUNIOR COLLEGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;3;5;1;v12025;20260423;8b
69;2025;2;80;1;;0;3;;0;JUNIOR COLLEGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;3;5;1;v12025;20260423;8b
69;2025;3;80;1;;0;3;;0;JUNIOR COLLEGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;3;5;1;v12025;20260423;8b
69;2025;4;67;1;;0;0;;0;JUNIOR COLLEGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;Arica;3;5;1;v12025;20260423;8b
72;2025;1;79;11;;1;7;;1;LICEO VALLE DE CODPA;15;DE ARICA Y PARINACOTA;151;ARICA;15102;CAMARONES;Arica;4;4;2;v12025;20260423;8b
72;2025;2;77;9;;1;4;;1;LICEO VALLE DE CODPA;15;DE ARICA Y PARINACOTA;151;ARICA;15102;CAMARONES;Arica;4;4;2;v12025;20260423;8b
