rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect8b_rbd;nalu_mate8b_rbd;nalu_hist8b_rbd;prom_lect8b_rbd;prom_mate8b_rbd;prom_hist8b_rbd;dif_lect8b_rbd;dif_mate8b_rbd;dif_hist8b_rbd;difgru_lect8b_rbd;difgru_mate8b_rbd;difgru_hist8b_rbd;sigdif_lect8b_rbd;sigdif_mate8b_rbd;sigdif_hist8b_rbd;siggru_lect8b_rbd;siggru_mate8b_rbd;siggru_hist8b_rbd;marca_lect8b_rbd;marca_mate8b_rbd;marca_hist8b_rbd;marcadif_lect8b_rbd;marcadif_mate8b_rbd;marcadif_hist8b_rbd;palu_eda_ins_lect8b_rbd;palu_eda_ele_lect8b_rbd;palu_eda_ade_lect8b_rbd;palu_eda_ins_mate8b_rbd;palu_eda_ele_mate8b_rbd;palu_eda_ade_mate8b_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
7826;3;COLEGIO SAN MIGUEL;10;DE LOS LAGOS;101;LLANQUIHUE;10102;CALBUCO;101;Llanquihue;3;2;3;1;71;72;70;235;259;245;-13;-16;-12;-2;3;-3;-1;-1;0;0;0;0;;;;;;;46.5;36.6;16.9;37.5;47.2;15.3;0;v12025;20260427;8b;2025
10743;3;INSTITUTO SAN FRANCISCO;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13602;EL MONTE;135;Talagante;3;2;2;1;23;23;23;237;247;249;4;15;9;12;5;13;0;0;0;1;0;1;;;;;;;43.5;43.5;13;47.8;47.8;4.3;0;v12025;20260427;8b;2025
14324;3;COLEGIO WILLIAM JAMES;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;4;3;5;1;6;7;6;260;283;279;;;;-14;-22;-10;;;;0;-1;0;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
2917;3;ESCUELA RAUCO;7;DEL MAULE;73;CURICÓ;7305;RAUCO;71;Curico;2;1;2;1;23;23;24;254;275;250;28;30;11;29;33;14;1;1;0;1;1;1;;;;;;;21.7;60.9;17.4;26.1;52.2;21.7;0;v12025;20260427;8b;2025
8513;8;ESC. BAS. REPUBLICA ORIENTAL DE URUGUAY;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;2;1;4;1;62;62;62;218;238;232;-25;-13;-7;-32;-35;-30;-1;-1;0;-1;-1;-1;;;;;;;61.3;30.6;8.1;61.3;30.6;8.1;0;v12025;20260427;8b;2025
26372;2;COLEGIO SAN LUCAS DE LO ESPEJO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13116;LO ESPEJO;132;Sur;3;2;2;1;60;58;58;212;239;221;-39;-29;-29;-13;-3;-15;-1;-1;-1;-1;0;-1;;;;;;;68.3;26.7;5;58.6;32.8;8.6;0;v12025;20260427;8b;2025
2894;0;ESCUELA AMELIA VIAL DE CONCHA;7;DEL MAULE;73;CURICÓ;7302;HUALAÑÉ;71;Curico;2;1;2;2;26;26;25;257;271;266;-10;-10;-6;32;29;30;0;0;0;1;1;1;;;;;;;23.1;46.2;30.8;26.9;53.8;19.2;0;v12025;20260427;8b;2025
31327;0;COLEGIO ALICANTE DEL VALLE;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;4;1;180;184;180;260;314;272;11;10;5;10;41;10;1;1;0;1;1;1;;;;;;;26.7;42.2;31.1;6;32.1;62;0;v12025;20260427;8b;2025
12781;7;AMAZING GRACE ENGLISH SCHOOL;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;32;32;32;296;317;304;20;9;12;22;12;15;1;0;0;1;1;1;;;;;;;0;46.9;53.1;9.4;18.8;71.9;0;v12025;20260427;8b;2025
710;2;ESCUELA BASICA JOSE TOMAS OVALLE B.;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;2;1;1;1;29;29;29;203;240;223;1;17;11;-15;6;-8;0;0;0;-1;0;0;;;;;;;79.3;17.2;3.4;48.3;51.7;0;0;v12025;20260427;8b;2025
6452;1;LICEO REINO DE SUECIA;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;6;4;1;1;21;21;21;211;213;230;-19;-4;-7;-7;-21;-1;-1;0;0;0;-1;0;;;;;;;61.9;28.6;9.5;90.5;9.5;0;0;v12025;20260427;8b;2025
17690;7;COLEGIO BEATO DAMIÁN DE MOLOKAI;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;3;1;17;20;17;244;255;250;0;-20;-1;7;-1;2;0;-1;0;0;0;0;;;;;;;47.1;17.6;35.3;35;50;15;0;v12025;20260427;8b;2025
17859;4;COLEGIO ALMONDALE;8;DEL BIOBÍO;81;CONCEPCIÓN;8108;SAN PEDRO DE LA PAZ;83;Concepcion;3;2;5;1;101;102;101;281;323;292;25;18;21;7;18;3;1;1;1;1;1;0;;;;;;;11.9;44.6;43.6;2;31.4;66.7;0;v12025;20260427;8b;2025
1543;1;ESCUELA JORGE ALESSANDRI RODRIGUEZ;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;6;4;2;1;19;20;19;187;205;198;-50;-38;-43;-38;-37;-38;-1;-1;-1;-1;-1;-1;;;;;;;94.7;5.3;0;90;10;0;0;v12025;20260427;8b;2025
2207;1;ESCUELA HERNAN OLGUIN MAYBE;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6106;GRANEROS;61;Cachapoal;2;1;2;1;43;45;43;235;249;237;39;39;30;10;7;1;1;1;1;1;0;0;;;;;;;44.2;44.2;11.6;48.9;37.8;13.3;0;v12025;20260427;8b;2025
69;8;JUNIOR COLLEGE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;4;3;5;1;59;63;58;280;333;287;-10;20;-25;6;28;-2;0;1;-1;1;1;0;;;;;;;16.9;27.1;55.9;3.2;17.5;79.4;0;v12025;20260427;8b;2025
192;9;ESCUELA BASICA MAMINA;1;DE TARAPACÁ;14;TAMARUGAL;1401;POZO ALMONTE;14;Tamarugal;1;1;;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;v12025;20260427;8b;2025
733;1;ESCUELA SANTA CRISTINA;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;2;1;1;2;3;3;3;240;268;221;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
12094;4;COLEGIO SAN ESTEBAN DIÁCONO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13132;VITACURA;133;Oriente;4;3;5;1;48;51;48;271;287;279;20;10;11;-3;-18;-10;1;0;0;0;-1;-1;;;;;;;12.5;47.9;39.6;21.6;49;29.4;0;v12025;20260427;8b;2025
6475;0;ESCUELA PARTICULAR LLAGUEY;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;3;2;1;2;3;3;3;226;211;233;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
11430;8;COLEGIO TERESIANO PADRE ENRIQUE;8;DEL BIOBÍO;83;BIOBÍO;8306;NACIMIENTO;82;Bio Bio;3;2;4;1;79;75;79;253;269;251;-1;-23;-24;3;-4;-11;0;-1;-1;0;0;-1;;;;;;;34.2;39.2;26.6;25.3;58.7;16;0;v12025;20260427;8b;2025
10766;2;ESCUELA DOLORES CATTIN FAUNDEZ;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13605;PEÑAFLOR;135;Talagante;2;1;2;2;7;5;8;199;200;210;-36;;-26;-26;;-26;-1;;0;-1;;-1;;2;;;1;;;;;;;;0;v12025;20260427;8b;2025
1397;8;ESCUELA PARTICULAR INDUSTRIAL E. BERTEL;5;DE VALPARAÍSO;55;QUILLOTA;5501;QUILLOTA;51;Quillota - Petorca;3;2;2;1;101;100;101;229;239;234;5;-19;8;4;-3;-2;0;-1;0;0;0;0;;;;;;;51.5;32.7;15.8;58;38;4;0;v12025;20260427;8b;2025
1520;2;LICEO BICENTENARIO MARITIMO DE VALPARAI;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;6;4;3;1;43;43;43;233;254;244;-8;-17;-4;-4;-2;-4;0;-1;0;0;0;0;;;;;;;44.2;39.5;16.3;39.5;51.2;9.3;0;v12025;20260427;8b;2025
16508;5;COLEGIO HISPANOCHILENO EL PILAR;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;4;1;90;90;90;239;290;264;-24;-10;-12;-11;17;2;-1;-1;-1;-1;1;0;;;;;;;38.9;42.2;18.9;16.7;43.3;40;0;v12025;20260427;8b;2025
24311;6;COLEGIO FRANCES;12;DE MAGALLANES Y DE LA ANTÁRTICA;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;3;2;3;1;34;33;34;224;245;233;-5;7;-3;-13;-11;-15;0;0;0;-1;-1;-1;;;;;;;58.8;23.5;17.6;57.6;30.3;12.1;0;v12025;20260427;8b;2025
25639;0;ESCUELA BASICA Y ESPECIAL N° 1905 JACAR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;3;2;2;1;31;32;31;259;268;266;26;13;24;34;26;30;1;0;1;1;1;1;;;;;;;29;41.9;29;31.3;53.1;15.6;0;v12025;20260427;8b;2025
13491;0;COLEGIO ALTAZOR;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;3;1;68;73;68;226;242;234;-3;-1;-8;-11;-14;-14;0;0;0;-1;-1;-1;;;;;;;51.5;36.8;11.8;49.3;42.5;8.2;0;v12025;20260427;8b;2025
5001;6;ESCUELA ARTURO HUGHES CERNA;8;DEL BIOBÍO;81;CONCEPCIÓN;8102;CORONEL;83;Concepcion;6;4;2;1;58;63;58;218;244;220;-8;19;-13;-7;2;-16;0;1;0;-1;0;-1;;;;;;;56.9;37.9;5.2;46;50.8;3.2;0;v12025;20260427;8b;2025
4414;8;ESCUELA BASICA MUNILQUE IZAURIETA;8;DEL BIOBÍO;83;BIOBÍO;8305;MULCHÉN;82;Bio Bio;2;1;1;2;3;4;3;216;209;219;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
2084;2;COLEGIO CARLOS ALESSANDRI ALTAMIRANO;5;DE VALPARAÍSO;56;SAN ANTONI;5602;ALGARROBO;54;San Antonio;2;1;3;1;61;61;61;222;234;233;-13;6;12;-15;-22;-15;0;0;0;-1;-1;-1;;;;;;;52.5;37.7;9.8;59;32.8;8.2;0;v12025;20260427;8b;2025
14819;9;COLEGIO CERVANTINO;5;DE VALPARAÍSO;57;SAN FELIPE;5705;PUTAENDO;52;San Felipe - Los Andes;3;2;3;1;17;17;17;269;281;265;20;-10;-1;32;25;17;1;0;0;1;1;1;;;;;;;17.6;58.8;23.5;11.8;76.5;11.8;0;v12025;20260427;8b;2025
16485;2;COLEGIO GARDEN COLLEGE;7;DEL MAULE;72;CAUQUENES;7201;CAUQUENES;74;Cauquenes;3;2;3;1;73;73;73;249;286;260;-31;-8;-34;12;30;12;-1;0;-1;1;1;1;;;;;;;28.8;42.5;28.8;13.7;49.3;37;0;v12025;20260427;8b;2025
2748;0;ESCUELA REPUBLICA ARGENTINA;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;2;1;1;1;12;12;12;186;224;222;-56;-23;-35;-32;-10;-9;-1;-1;-1;-1;0;0;;;;;;;83.3;16.7;0;75;25;0;0;v12025;20260427;8b;2025
3086;4;ESCUELA LOS MONTES;7;DEL MAULE;71;TALCA;7109;SAN CLEMENTE;72;Talca;2;1;1;2;17;17;17;236;245;228;26;19;13;18;11;-3;1;0;0;1;1;0;;;;;;;35.3;52.9;11.8;58.8;29.4;11.8;0;v12025;20260427;8b;2025
25562;9;ESC BASICA PART SAN JOSE DE LA FAMILIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13112;LA PINTANA;136;Cordillera;3;2;2;1;107;108;107;248;280;256;-16;-3;-13;23;38;20;-1;0;-1;1;1;1;;;;;;;34.6;42.1;23.4;15.7;53.7;30.6;0;v12025;20260427;8b;2025
26249;8;ESCUELA BASICA MIRAFLORES DE LAMPA;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13302;LAMPA;137;Norte;3;2;2;1;24;24;24;201;228;219;-42;-36;-29;-24;-14;-17;-1;-1;-1;-1;-1;-1;;;;;;;79.2;20.8;0;70.8;29.2;0;0;v12025;20260427;8b;2025
5765;7;ESCUELA PARTICULAR KIMELTU DE PANCO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;1;2;3;4;3;206;198;228;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
5101;2;ESCUELA SAN JOSE DE COLICO;8;DEL BIOBÍO;82;ARAUCO;8205;CURANILAHUE;84;Arauco;2;1;1;2;9;10;9;234;242;237;15;16;7;16;8;6;0;0;0;1;0;0;;;;;;;;;;40;40;20;0;v12025;20260427;8b;2025
4437;7;ESCUELA BASICA AURORA DE ENERO;8;DEL BIOBÍO;83;BIOBÍO;8305;MULCHÉN;82;Bio Bio;2;1;1;2;1;1;1;;;;;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;0;v12025;20260427;8b;2025
3435;5;ESCUELA MANUEL MONTT;7;DEL MAULE;74;LINARES;7405;RETIRO;73;Linares;2;1;1;1;21;20;21;209;229;223;0;6;3;-9;-5;-8;0;0;0;0;0;0;;;;;;;66.7;23.8;9.5;75;20;5;0;v12025;20260427;8b;2025
4955;7;ESCUELA BASICA KONRAD ADENAUER;8;DEL BIOBÍO;81;CONCEPCIÓN;8106;LOTA;83;Concepcion;6;4;1;1;7;10;7;221;213;202;;2;;;-21;;;0;;;-1;;2;;2;1;;1;;;;80;20;0;0;v12025;20260427;8b;2025
14865;2;COLEGIO TECNICO ALIANZA EDUCACIONAL;5;DE VALPARAÍSO;58;MARGA MARG;5802;LIMACHE;51;Quillota - Petorca;3;2;2;1;17;16;17;236;242;239;18;23;-4;11;0;3;0;1;0;1;0;0;;;;;;;47.1;35.3;17.6;68.8;12.5;18.8;0;v12025;20260427;8b;2025
1712;4;ESCUELA VILLA MONTE;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;6;4;3;1;23;23;23;232;250;238;-2;-14;-12;-5;-6;-10;0;0;0;0;0;0;;;;;;;43.5;47.8;8.7;43.5;52.2;4.3;0;v12025;20260427;8b;2025
3458;4;ESCUELA MARIA IGNACIA MENA MONROY;7;DEL MAULE;74;LINARES;7405;RETIRO;73;Linares;2;1;1;2;2;2;2;224;227;260;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
25539;4;EJERCITO LIBERTADOR DE CERRILLOS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13102;CERRILLOS;134;Poniente;6;4;1;1;30;32;29;201;230;225;-12;0;13;-17;-4;-6;0;0;0;-1;0;0;;;;;;;66.7;30;3.3;71.9;25;3.1;0;v12025;20260427;8b;2025
13637;9;COLEGIO HELLEN KELLER PEÑUELAS;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;3;1;35;36;35;226;234;243;14;12;15;-11;-22;-5;0;0;0;-1;-1;0;;;;;;;51.4;34.3;14.3;61.1;33.3;5.6;0;v12025;20260427;8b;2025
4268;4;ESCUELA PARTICULAR ADVENTISTA;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;4;1;39;38;39;254;249;254;29;10;6;4;-24;-8;1;0;0;0;-1;-1;;;;;;;30.8;38.5;30.8;44.7;42.1;13.2;0;v12025;20260427;8b;2025
4809;7;ESCUELA EDUARDO CAMBELL SAAVEDRA;8;DEL BIOBÍO;81;CONCEPCIÓN;8107;PENCO;83;Concepcion;2;1;1;1;11;11;11;185;228;216;-22;19;-13;-33;-6;-15;0;0;0;-1;0;0;;;;;;;72.7;27.3;0;72.7;27.3;0;0;v12025;20260427;8b;2025
1735;3;LICEO PARROQUIAL SAN ANTONIO;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;3;1;107;108;106;257;266;254;-7;-17;-11;20;10;6;0;-1;-1;1;1;1;;;;;;;30.8;37.4;31.8;25;63;12;0;v12025;20260427;8b;2025
3063;5;ESCUELA CORRALONES;7;DEL MAULE;71;TALCA;7109;SAN CLEMENTE;72;Talca;2;1;1;2;17;17;17;217;231;230;-20;0;4;-1;-3;-1;-1;0;0;0;0;0;;;;;;;52.9;35.3;11.8;58.8;41.2;0;0;v12025;20260427;8b;2025
3481;9;ESCUELA MANUEL DE SALAS;7;DEL MAULE;74;LINARES;7406;SAN JAVIER;73;Linares;2;1;2;1;38;39;38;207;221;225;-8;1;2;-18;-21;-11;0;0;0;-1;-1;-1;;;;;;;76.3;18.4;5.3;64.1;35.9;0;0;v12025;20260427;8b;2025
2940;8;LICEO CARLOS CONDELL;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;2;1;2;1;15;16;16;244;245;245;41;11;31;19;3;9;1;0;1;1;0;0;;;;;;;26.7;60;13.3;43.8;50;6.3;0;v12025;20260427;8b;2025
2817;7;ESCUELA SAN CRISTOBAL;7;DEL MAULE;73;CURICÓ;7308;TENO;71;Curico;2;1;2;2;30;32;30;223;248;234;-13;-24;-11;-2;6;-2;0;-1;0;0;0;0;;;;;;;66.7;13.3;20;53.1;31.3;15.6;0;v12025;20260427;8b;2025
12658;6;LICEO AGR. TEC. PROF. PADRE FRANCISCO N;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;3;2;1;2;11;13;11;186;215;213;-14;-19;7;-32;-19;-18;0;0;0;-1;-1;0;;;;;;;81.8;9.1;9.1;76.9;15.4;7.7;0;v12025;20260427;8b;2025
10156;7;ESCUELA JARDIN LO PRADO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13117;LO PRADO;134;Poniente;3;2;2;1;35;34;35;243;275;251;-17;6;-5;18;33;15;-1;0;0;1;1;1;;;;;;;34.3;48.6;17.1;26.5;50;23.5;0;v12025;20260427;8b;2025
9077;8;COMPLEJO EDUC.MUN. BRIGIDA  WALKER.;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;1;1;4;1;38;38;38;234;254;247;-4;8;16;-16;-19;-15;0;0;1;-1;-1;-1;;;;;;;44.7;47.4;7.9;39.5;50;10.5;0;v12025;20260427;8b;2025
25393;6;COLEGIO QUINTO CENTENARIO CORDILLERA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;4;1;31;30;31;264;261;276;20;-22;25;14;-12;14;1;-1;1;1;-1;1;;;;;;;16.1;45.2;38.7;40;43.3;16.7;0;v12025;20260427;8b;2025
8828;5;LICEO BICENTENARIO SIMON BOLIVAR;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;1;1;4;1;66;62;66;274;302;281;12;-4;20;24;29;19;1;0;1;1;1;1;;;;;;;15.2;40.9;43.9;11.3;38.7;50;0;v12025;20260427;8b;2025
20235;5;GEORGE CHAYTOR ENGLISH COLLEGE;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;4;3;5;1;63;64;63;276;303;288;50;30;36;2;-2;-1;1;1;1;0;0;0;;;;;;;9.5;52.4;38.1;9.4;34.4;56.3;0;v12025;20260427;8b;2025
4168;8;ESCUELA GENERAL BERNARDO O HIGGINS;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;1;1;9;10;9;241;273;269;31;25;29;23;39;38;1;1;1;1;1;1;;;;;;;;;;40;30;30;0;v12025;20260427;8b;2025
25808;3;ESC. BAS. PART. LAS NACIONES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;21;21;22;241;253;252;36;4;51;4;-3;4;1;0;1;0;0;0;;;;;;;33.3;57.1;9.5;42.9;52.4;4.8;0;v12025;20260427;8b;2025
1251;3;ESCUELA BASICA CRISTO REDENTOR;5;DE VALPARAÍSO;53;LOS ANDES;5302;CALLE LARGA;52;San Felipe - Los Andes;2;1;2;2;16;16;16;213;238;236;-5;7;26;-12;-4;0;0;0;0;-1;0;0;;;;;;;68.8;25;6.3;50;50;0;0;v12025;20260427;8b;2025
8390;9;ESCUELA HAMBURGO;11;DE AYSÉN DEL GENERAL CARLOS IBAÑ;112;AYSÉN;11202;CISNES;111;Coyhaique;6;4;2;2;8;8;8;253;284;272;3;28;6;28;42;36;0;1;0;1;1;1;;;;;;;;;;;;;0;v12025;20260427;8b;2025
22499;5;INSTITUTO INGLES ANTUQUENU;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;3;2;2;1;63;66;63;212;231;222;-26;-19;-9;-13;-11;-14;-1;-1;0;-1;-1;-1;;;;;;;66.7;23.8;9.5;72.7;19.7;7.6;0;v12025;20260427;8b;2025
7062;9;ESCUELA RURAL PULLINQUE;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;6;4;1;2;10;10;10;211;238;232;9;22;13;-7;4;1;0;0;0;0;0;0;;;;;;;70;30;0;50;50;0;0;v12025;20260427;8b;2025
361;1;COL. THE ANTOFAGASTA BRITISH SCHOOL;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;4;3;5;1;58;59;58;268;295;272;-14;-24;-26;-6;-10;-17;-1;-1;-1;-1;-1;-1;;;;;;;19;43.1;37.9;13.6;45.8;40.7;0;v12025;20260427;8b;2025
6183;2;ESCUELA ALLIPEN;9;DE LA ARAUCANÍA;91;CAUTÍN;9105;FREIRE;93;Cautin Sur;2;1;2;2;15;15;15;231;244;241;-23;-11;2;6;2;5;0;0;0;0;0;0;;;;;;;46.7;40;13.3;53.3;40;6.7;0;v12025;20260427;8b;2025
4560;8;LICEO CHIGUAYANTE;8;DEL BIOBÍO;81;CONCEPCIÓN;8103;CHIGUAYANTE;83;Concepcion;6;4;2;1;11;9;12;219;219;228;-5;-28;8;-6;-23;-8;0;-1;0;0;-1;0;;;;;;;54.5;36.4;9.1;;;;0;v12025;20260427;8b;2025
1689;6;ESCUELA ORO NEGRO;5;DE VALPARAÍSO;51;VALPARAÍSO;5103;CONCÓN;53;Valparaiso - Isla de Pascua;6;4;3;1;37;37;37;209;225;220;-2;4;2;-28;-31;-28;0;0;0;-1;-1;-1;;;;;;;73;24.3;2.7;75.7;24.3;0;0;v12025;20260427;8b;2025
14673;0;COLEGIO NUEVA ERA SIGLO XXI QUILLOTA;5;DE VALPARAÍSO;55;QUILLOTA;5501;QUILLOTA;51;Quillota - Petorca;3;2;3;1;36;35;36;237;253;247;-14;-25;-1;0;-3;-1;0;-1;0;0;0;0;;;;;;;50;30.6;19.4;42.9;48.6;8.6;0;v12025;20260427;8b;2025
10202;4;ESCUELA DOMINGO SANTA MARIA GONZALEZ;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13128;RENCA;134;Poniente;1;1;2;1;67;70;65;199;219;221;17;9;12;-26;-23;-15;1;0;0;-1;-1;-1;;;;;;;77.6;19.4;3;80;20;0;0;v12025;20260427;8b;2025
11035;3;COLEGIO AMBROSIO O HIGGINS;3;DE ATACAMA;33;HUASCO;3301;VALLENAR;32;Huasco - Vallenar;4;3;5;1;25;25;25;264;291;276;-28;-30;-13;-10;-14;-13;-1;-1;0;-1;-1;-1;;;;;;;24;40;36;24;36;40;0;v12025;20260427;8b;2025
16608;1;COLEGIO ANTILHUE;7;DEL MAULE;73;CURICÓ;7304;MOLINA;71;Curico;3;2;2;1;32;32;32;235;244;234;33;21;22;10;2;-2;1;1;1;1;0;0;;;;;;;40.6;50;9.4;56.3;31.3;12.5;0;v12025;20260427;8b;2025
7016;5;ESCUELA BASICA DE CORRAL;14;DE LOS RÍOS;141;VALDIVIA;14102;CORRAL;141;Valdivia;6;4;2;1;31;34;31;238;240;252;17;4;15;13;-2;16;1;0;0;1;0;1;;;;;;;48.4;35.5;16.1;55.9;38.2;5.9;0;v12025;20260427;8b;2025
315;8;ESCUELA HEROES DE LA CONCEPCION;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;1;1;3;1;55;55;55;236;246;245;-3;18;16;-1;-10;-3;0;1;1;0;-1;0;;;;;;;49.1;34.5;16.4;50.9;40;9.1;0;v12025;20260427;8b;2025
11971;7;COLEGIO SANTO DOMINGO_PADRES DOMINICOS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;4;3;5;1;58;59;59;249;307;264;-31;-10;-34;-25;2;-25;-1;0;-1;-1;0;-1;;;;;;;31;36.2;32.8;5.1;39;55.9;0;v12025;20260427;8b;2025
6916;7;ESCUELA ALBERTO CORDOVA LATORRE;14;DE LOS RÍOS;141;VALDIVIA;14103;LANCO;141;Valdivia;6;4;3;1;35;33;33;242;274;222;8;26;-23;5;18;-26;0;1;-1;0;1;-1;;;;;;;40;42.9;17.1;21.2;51.5;27.3;0;v12025;20260427;8b;2025
418;9;ESCUELA ISABEL PEÑA MORALES;3;DE ATACAMA;31;COPIAPÓ;3101;COPIAPÓ;31;Copiapo - Chanaral;6;4;3;1;98;99;97;224;240;237;9;1;11;-13;-16;-11;0;0;0;-1;-1;-1;;;;;;;54.1;32.7;13.3;57.6;38.4;4;0;v12025;20260427;8b;2025
6667;2;ESCUELA PARTICULAR RULO;9;DE LA ARAUCANÍA;91;CAUTÍN;9111;NUEVA IMPERIAL;92;Cautin Norte;3;2;1;2;7;7;6;216;246;234;-12;-18;-29;-2;12;3;0;0;0;0;0;0;;;;;;;;;;;;;0;v12025;20260427;8b;2025
17736;9;COLEGIO SAN IGNACIO;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;3;1;58;52;56;232;244;238;0;-4;7;-5;-12;-10;0;0;0;-1;-1;-1;;;;;;;44.8;36.2;19;53.8;34.6;11.5;0;v12025;20260427;8b;2025
9910;4;COLEGIO PARTICULAR SAN FELIX;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;28;29;28;253;264;257;-6;-25;-23;16;8;9;0;-1;-1;1;1;1;;;;;;;28.6;46.4;25;34.5;41.4;24.1;0;v12025;20260427;8b;2025
10302;0;ESCUELA ANNE ELEONOR ROOSEVELT;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13127;RECOLETA;137;Norte;2;1;2;1;18;17;18;206;240;226;25;15;10;-19;-2;-10;1;0;0;-1;0;0;;;;;;;66.7;33.3;0;52.9;41.2;5.9;0;v12025;20260427;8b;2025
6767;9;ESCUELA LEONARDO DA VINCI;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;6;4;2;1;25;26;25;215;237;225;-8;4;12;-10;-5;-11;0;0;0;-1;0;-1;;;;;;;68;28;4;61.5;34.6;3.8;0;v12025;20260427;8b;2025
