rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect8b_rbd;nalu_mate8b_rbd;nalu_hist8b_rbd;prom_lect8b_rbd;prom_mate8b_rbd;prom_hist8b_rbd;dif_lect8b_rbd;dif_mate8b_rbd;dif_hist8b_rbd;difgru_lect8b_rbd;difgru_mate8b_rbd;difgru_hist8b_rbd;sigdif_lect8b_rbd;sigdif_mate8b_rbd;sigdif_hist8b_rbd;siggru_lect8b_rbd;siggru_mate8b_rbd;siggru_hist8b_rbd;marca_lect8b_rbd;marca_mate8b_rbd;marca_hist8b_rbd;marcadif_lect8b_rbd;marcadif_mate8b_rbd;marcadif_hist8b_rbd;palu_eda_ins_lect8b_rbd;palu_eda_ele_lect8b_rbd;palu_eda_ade_lect8b_rbd;palu_eda_ins_mate8b_rbd;palu_eda_ele_mate8b_rbd;palu_eda_ade_mate8b_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
2756;1;ESCUELA DIEGO PORTALES P.;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;2;1;1;2;27;28;27;220;241;237;7;4;28;2;7;6;0;0;1;0;0;0;;;;;;;66.7;29.6;3.7;53.6;39.3;7.1;0;v12025;20260427;8b;2025
2066;4;LICEO EUGENIA SUBERCASEAUX;5;DE VALPARAÍSO;56;SAN ANTONI;5603;CARTAGENA;54;San Antonio;2;1;2;1;55;53;55;226;231;234;15;7;22;1;-11;-2;1;0;1;0;-1;0;;;;;;;45.5;50.9;3.6;66;32.1;1.9;0;v12025;20260427;8b;2025
12712;4;COLEGIO CHILE NORTE;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;3;2;2;1;55;55;54;251;261;255;-3;-17;-22;26;19;19;0;-1;-1;1;1;1;;;;;;;21.8;60;18.2;32.7;50.9;16.4;0;v12025;20260427;8b;2025
9131;6;ESCUELA JUAN MOYA MORALES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;1;1;3;1;47;46;47;252;285;253;7;17;-4;15;29;5;0;1;0;1;1;0;;;;;;;29.8;51.1;19.1;13;60.9;26.1;0;v12025;20260427;8b;2025
13376;0;COLEGIO SAN MANUEL;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;3;1;75;76;73;252;289;283;-18;-10;1;15;33;35;-1;0;0;1;1;1;;;;;;;33.3;42.7;24;21.1;42.1;36.8;0;v12025;20260427;8b;2025
25447;9;COLEGIO VALLE DE MALLARAUCO;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;3;2;3;1;20;20;19;196;224;206;-22;-4;-41;-41;-32;-42;-1;0;-1;-1;-1;-1;;;;;;;70;25;5;65;35;0;0;v12025;20260427;8b;2025
1305;6;ESCUELA RENACER;5;DE VALPARAÍSO;57;SAN FELIPE;5705;PUTAENDO;52;San Felipe - Los Andes;2;1;2;2;15;14;15;235;235;236;14;9;11;10;-7;0;0;0;0;1;0;0;;;;;;;20;73.3;6.7;64.3;35.7;0;0;v12025;20260427;8b;2025
26111;4;ESC. DE PARV. Y ESP. PUKARAY;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;3;2;3;1;32;33;32;264;280;272;12;-3;-1;27;24;24;0;0;0;1;1;1;;;;;;;21.9;46.9;31.3;21.2;42.4;36.4;0;v12025;20260427;8b;2025
24783;9;COLONIAL DE PIRQUE;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13202;PIRQUE;136;Cordillera;4;3;5;1;22;24;22;274;294;289;12;-4;14;0;-11;0;0;0;0;0;-1;0;;;;;;;13.6;40.9;45.5;12.5;41.7;45.8;0;v12025;20260427;8b;2025
8444;1;ESCUELA PATAGONIA;12;DE MAGALLANES Y DE LA ANTÁRTICA;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;6;4;3;1;34;38;34;231;231;242;7;-2;10;-6;-25;-6;0;0;0;0;-1;0;;;;;;;41.2;47.1;11.8;63.2;34.2;2.6;0;v12025;20260427;8b;2025
618;1;ESCUELA SANTO TOMAS DE AQUINO;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;6;4;2;1;63;66;63;203;223;215;-12;-5;-15;-22;-19;-21;0;0;-1;-1;-1;-1;;;;;;;63.5;30.2;6.3;81.8;18.2;0;0;v12025;20260427;8b;2025
6237;5;ESCUELA NUEVO HORIZONTE;9;DE LA ARAUCANÍA;91;CAUTÍN;9114;PITRUFQUÉN;93;Cautin Sur;2;1;1;2;2;2;2;206;262;243;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
4909;3;ESCUELA PROFESORA JUANA SALGADO PARRA D;8;DEL BIOBÍO;81;CONCEPCIÓN;8105;HUALQUI;83;Concepcion;6;4;2;2;5;6;5;239;241;239;;;;;-1;;;;;;0;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
26157;2;LICEO MUNICIPAL BICENTENARIO DE BATUCO;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13302;LAMPA;137;Norte;1;1;1;1;25;26;25;210;216;226;-20;;-12;-8;-18;-5;-1;;0;0;-1;0;;;;;1;;68;28;4;80.8;19.2;0;0;v12025;20260427;8b;2025
4176;9;ESCUELA JOSE MANSO DE VELASCO;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;2;1;17;18;17;250;255;261;-8;8;-4;25;13;25;0;0;0;1;1;1;;;;;;;29.4;52.9;17.6;33.3;50;16.7;0;v12025;20260427;8b;2025
31066;2;COLEGIO LOS ROBLES DE LOS LIBERTADORES;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13602;EL MONTE;135;Talagante;3;2;2;1;54;54;54;244;242;250;1;-14;2;19;0;14;0;-1;0;1;0;1;;;;;;;38.9;35.2;25.9;55.6;31.5;13;0;v12025;20260427;8b;2025
14750;8;COLEGIO GREENLAND SAN FELIPE;5;DE VALPARAÍSO;57;SAN FELIPE;5701;SAN FELIPE;52;San Felipe - Los Andes;3;2;4;1;25;25;25;264;296;298;-20;-4;-6;14;23;36;-1;0;0;1;1;1;;;;;;;8;68;24;8;48;44;0;v12025;20260427;8b;2025
2184;9;ESCUELA PARTICULAR BUEN PASTOR;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;2;2;3;2;4;215;216;211;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
2848;7;ESCUELA QUECHEREGUAS DE PICHINGAL;7;DEL MAULE;73;CURICÓ;7304;MOLINA;71;Curico;2;1;1;2;14;14;14;231;247;250;23;-4;19;13;13;19;1;0;0;1;1;1;;;;;;;42.9;42.9;14.3;50;42.9;7.1;0;v12025;20260427;8b;2025
9841;8;ESCUELA PARTICULAR MIGUEL DE CERVANTES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;3;2;2;1;69;70;68;221;236;229;11;-12;23;-4;-6;-7;0;0;1;0;-1;-1;;;;;;;59.4;34.8;5.8;61.4;32.9;5.7;0;v12025;20260427;8b;2025
10505;8;LICEO POLIVALENTE MARIA REINA;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;3;1;72;72;72;213;236;224;-35;-34;-40;-24;-20;-24;-1;-1;-1;-1;-1;-1;;;;;;;66.7;25;8.3;61.1;33.3;5.6;0;v12025;20260427;8b;2025
8490;5;LICEO NRO 2 MIGUEL LUIS AMUNATEGUI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;2;1;3;1;45;44;46;208;220;220;5;;-2;-29;;-28;0;;0;-1;;-1;;2;;;1;;68.9;28.9;2.2;72.7;27.3;0;0;v12025;20260427;8b;2025
26134;3;COLEGIO QUIMAY;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;4;4;4;214;232;249;;;;;;;;;;;;;;;;1;1;1;;;;;;;0;v12025;20260427;8b;2025
4199;8;ESCUELA BASICA LA AGUADA DE CUEL;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;1;2;10;11;10;212;241;240;-21;16;-4;-6;7;9;0;0;0;0;0;0;;;;;;;70;30;0;54.5;45.5;0;0;v12025;20260427;8b;2025
14896;2;COLEGIO SAN HERNALDO;5;DE VALPARAÍSO;51;VALPARAÍSO;5105;PUCHUNCAVÍ;53;Valparaiso - Isla de Pascua;3;2;3;1;30;27;30;232;260;241;-21;-1;-17;-5;4;-7;-1;0;0;0;0;0;;;;;;;50;40;10;29.6;63;7.4;0;v12025;20260427;8b;2025
14232;8;COLEGIO BORDEMAR;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;2;1;35;35;35;220;242;242;0;-17;1;-5;0;6;0;-1;0;0;0;0;;;;;;;48.6;40;11.4;57.1;40;2.9;0;v12025;20260427;8b;2025
14773;7;COLEGIO GUARDIAMARINA RIQUELME;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;3;1;61;57;61;214;236;226;-41;-40;-38;-23;-20;-22;-1;-1;-1;-1;-1;-1;;;;;;;65.6;27.9;6.6;61.4;33.3;5.3;0;v12025;20260427;8b;2025
2871;1;ESCUELA LO VALDIVIA;7;DEL MAULE;73;CURICÓ;7307;SAGRADA FAMILIA;71;Curico;2;1;2;2;32;32;32;226;251;248;13;20;28;1;9;12;0;1;1;0;1;1;;;;;;;50;43.8;6.3;40.6;53.1;6.3;0;v12025;20260427;8b;2025
10482;5;COLEGIO ARTURO PRAT;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13201;PUENTE ALTO;136;Cordillera;3;2;2;1;24;24;23;225;209;245;5;-42;14;0;-33;9;0;-1;0;0;-1;0;;;;;;;45.8;37.5;16.7;83.3;16.7;0;0;v12025;20260427;8b;2025
7634;1;ESCUELA MIRASOL;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;2;1;2;1;55;52;53;221;247;216;-20;-10;-23;-4;5;-20;-1;0;-1;0;0;-1;;;;;;;54.5;36.4;9.1;57.7;36.5;5.8;0;v12025;20260427;8b;2025
6970;1;ESCUELA PARTICULAR PATAGONIA;14;DE LOS RÍOS;141;VALDIVIA;14104;LOS LAGOS;141;Valdivia;3;2;1;2;6;6;6;233;246;263;;;;15;12;32;;;;0;0;1;;;;1;1;1;;;;;;;0;v12025;20260427;8b;2025
5719;3;ESCUELA PARTICULAR ARAUCANIA;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;2;1;26;26;26;222;246;246;-23;-18;-18;-3;4;10;-1;-1;0;0;0;0;;;;;;;50;42.3;7.7;46.2;42.3;11.5;0;v12025;20260427;8b;2025
5055;5;ESCUELA VALLE RAMADILLAS;8;DEL BIOBÍO;82;ARAUCO;8202;ARAUCO;84;Arauco;2;1;2;2;15;15;15;238;233;266;3;-13;23;13;-9;30;0;0;1;1;0;1;;;;;;;40;46.7;13.3;80;20;0;0;v12025;20260427;8b;2025
4391;5;ESCUELA EL CASTILLO;8;DEL BIOBÍO;83;BIOBÍO;8311;SANTA BÁRBARA;82;Bio Bio;3;2;2;2;3;3;3;239;229;213;;;;;;;;;;;;;;;;2;1;2;;;;;;;0;v12025;20260427;8b;2025
8321;6;ESCUELA RURAL CALETA EL MANZANO;10;DE LOS LAGOS;104;PALENA;10403;HUALAIHUÉ;101;Llanquihue;2;1;1;2;12;13;12;216;234;230;-34;-10;-21;-2;0;-1;-1;0;0;0;0;0;;;;;;;50;41.7;8.3;76.9;23.1;0;0;v12025;20260427;8b;2025
41617;7;COLEGIO SAN FRANCISCO TECNICO PROFESION;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;1;1;5;1;60;58;60;266;287;272;;;;-8;-18;-17;;;;-1;-1;-1;;;;1;1;1;23.3;46.7;30;24.1;41.4;34.5;0;v12025;20260427;8b;2025
17813;6;ESCUELA BÁSICA CACIQUE LEVIÁN;8;DEL BIOBÍO;83;BIOBÍO;8311;SANTA BÁRBARA;82;Bio Bio;2;1;3;1;34;35;34;233;239;249;-11;-7;5;-4;-17;1;0;0;0;0;-1;0;;;;;;;41.2;44.1;14.7;60;28.6;11.4;0;v12025;20260427;8b;2025
3704;4;ESCUELA BASICA COLLIGUAY;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;2;1;2;2;4;4;4;253;259;220;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
40289;3;INSTITUTO BICENTENARIO J.MIGUEL CARRERA;5;DE VALPARAÍSO;56;SAN ANTONI;5601;SAN ANTONIO;54;San Antonio;2;1;3;1;88;90;90;256;263;260;-8;-21;-20;19;7;12;0;-1;-1;1;1;1;;;;;;;28.4;40.9;30.7;33.3;52.2;14.4;0;v12025;20260427;8b;2025
8421;2;LICEO SALESIANO MONSEÑOR FAGNANO;12;DE MAGALLANES Y DE LA ANTÁRTICA;124;ÚLTIMA ESP;12401;NATALES;121;Magallanes;3;2;3;1;64;65;64;234;259;237;-3;-10;-3;-3;3;-11;0;0;0;0;0;-1;;;;;;;43.8;42.2;14.1;40;49.2;10.8;0;v12025;20260427;8b;2025
5596;4;COLEGIO MUNDO MAGICO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;2;1;3;1;67;71;67;219;233;237;24;3;30;-18;-23;-11;1;0;1;-1;-1;-1;;;;;;;56.7;31.3;11.9;70.4;21.1;8.5;0;v12025;20260427;8b;2025
16980;3;ESCUELA  BASICA  N° 206, `PULMAHUE`;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13404;PAINE;132;Sur;3;2;2;1;28;27;28;237;254;250;-10;-6;0;12;12;14;0;0;0;1;1;1;;;;;;;35.7;53.6;10.7;44.4;44.4;11.1;0;v12025;20260427;8b;2025
20200;2;ESCUELA MUNICIPAL GABRIELA MISTRAL;9;DE LA ARAUCANÍA;91;CAUTÍN;9106;GALVARINO;92;Cautin Norte;2;1;2;1;42;43;42;232;232;232;15;17;0;7;-10;-4;1;1;0;1;-1;0;;;;;;;50;38.1;11.9;62.8;37.2;0;0;v12025;20260427;8b;2025
10797;2;ESCUELA PEDRO MARIN ALEMANY;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;1;1;2;2;31;32;31;245;267;253;-15;-13;-6;20;25;17;0;0;0;1;1;1;;;;;;;38.7;41.9;19.4;34.4;43.8;21.9;0;v12025;20260427;8b;2025
1892;9;ESCUELA BASICA GASPAR CABRALES;5;DE VALPARAÍSO;58;MARGA MARG;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;1;1;3;1;13;15;14;229;224;233;24;12;16;-8;-32;-15;1;0;0;0;-1;-1;;;;;;;38.5;53.8;7.7;66.7;33.3;0;0;v12025;20260427;8b;2025
9718;7;ESCUELA BASICA PAUL HARRIS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13105;EL BOSQUE;132;Sur;6;4;2;1;17;18;18;237;268;266;11;18;32;12;26;30;0;1;1;1;1;1;;;;;;;41.2;29.4;29.4;38.9;22.2;38.9;0;v12025;20260427;8b;2025
10405;1;LICEO ESMERALDA;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13301;COLINA;137;Norte;1;1;2;1;62;60;62;212;231;233;-2;9;13;-13;-11;-3;0;0;0;-1;-1;0;;;;;;;62.9;33.9;3.2;66.7;28.3;5;0;v12025;20260427;8b;2025
6575;7;ESCUELA PARTICULAR ALONSO DE ERCILLA;9;DE LA ARAUCANÍA;91;CAUTÍN;9102;CARAHUE;92;Cautin Norte;3;2;1;2;4;3;4;248;237;237;;;;;;;;;;;;;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
4786;4;ESCUELA SANTA TERESITA;8;DEL BIOBÍO;81;CONCEPCIÓN;8112;HUALPÉN;83;Concepcion;3;2;2;1;36;35;36;237;247;259;-14;-12;3;12;5;23;-1;0;0;1;0;1;;;;;;;41.7;50;8.3;42.9;51.4;5.7;0;v12025;20260427;8b;2025
3907;1;COLEGIO BICENTENARIO MARY WARD;16;DE ÑUBLE;161;DIGUILLÍN;16108;SAN IGNACIO;161;Diguillín;3;2;2;1;70;69;70;223;257;243;-17;-2;-8;-2;15;7;-1;0;0;0;1;1;;;;;;;55.7;34.3;10;44.9;31.9;23.2;0;v12025;20260427;8b;2025
2284;5;ESCUELA LA PAZ;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6115;RENGO;61;Cachapoal;2;1;3;1;74;74;74;231;258;243;-3;11;-5;-6;2;-5;0;0;0;-1;0;0;;;;;;;43.2;40.5;16.2;37.8;43.2;18.9;0;v12025;20260427;8b;2025
2579;8;INSTITUTO REGIONAL FEDERICO ERRAZURIZ;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6310;SANTA CRUZ;62;Colchagua;3;2;3;1;109;107;109;276;314;291;-5;-3;-4;39;58;43;0;0;0;1;1;1;;;;;;;14.7;42.2;43.1;5.6;31.8;62.6;0;v12025;20260427;8b;2025
8095;0;ESCUELA RURAL AGUAS BUENAS;10;DE LOS LAGOS;102;CHILOÉ;10202;ANCUD;102;Chiloe;6;4;1;2;1;1;1;;;;;;;;;;;;;;;;1;1;1;1;1;1;;;;;;;0;v12025;20260427;8b;2025
25988;8;COLEGIO JUAN LUIS UNDURRAGA ANINAT;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;3;2;2;1;99;99;97;213;262;250;-31;-23;-2;-12;20;14;-1;-1;0;-1;1;1;;;;;;;61.6;32.3;6.1;38.4;41.4;20.2;0;v12025;20260427;8b;2025
1013;8;LICEO DE SALAMANCA;4;DE COQUIMBO;42;CHOAPA;4204;SALAMANCA;43;Choapa;2;1;2;1;30;28;30;195;214;212;-36;-20;-24;-30;-28;-24;-1;-1;-1;-1;-1;-1;;;;;;;80;13.3;6.7;82.1;17.9;0;0;v12025;20260427;8b;2025
4594;2;ESCUELA MIGUEL JOSE ZANARTU SANTA MARIA;8;DEL BIOBÍO;81;CONCEPCIÓN;8108;SAN PEDRO DE LA PAZ;83;Concepcion;6;4;3;1;59;58;59;231;253;256;-2;8;7;-6;-3;8;0;0;0;-1;0;1;;;;;;;47.5;42.4;10.2;48.3;36.2;15.5;0;v12025;20260427;8b;2025
24906;8;ESCUELA BASICA N°71 DOLMEN SCHOOL;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13503;CURACAVÍ;135;Talagante;4;3;5;1;8;8;8;273;285;307;;;;-1;-20;18;;;;0;-1;1;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
25739;7;COLEGIO NTRA. SRA. DEL CARMEN DE MAIPU;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;4;1;45;46;45;245;245;254;3;-23;13;-5;-28;-8;0;-1;0;0;-1;-1;;;;;;;26.7;60;13.3;47.8;41.3;10.9;0;v12025;20260427;8b;2025
14332;4;COLEGIO PEHUEN;5;DE VALPARAÍSO;54;PETORCA;5402;CABILDO;51;Quillota - Petorca;3;2;4;1;21;21;21;282;322;301;11;15;8;32;49;39;0;0;0;1;1;1;;;;;;;9.5;42.9;47.6;4.8;23.8;71.4;0;v12025;20260427;8b;2025
3266;2;ESCUELA SAN ANTONIO;7;DEL MAULE;74;LINARES;7401;LINARES;73;Linares;2;1;2;2;19;20;19;239;257;243;39;-4;11;14;15;7;1;0;0;1;1;0;;;;;;;42.1;47.4;10.5;40;55;5;0;v12025;20260427;8b;2025
3017;1;ESCUELA SAN RAFAEL;7;DEL MAULE;71;TALCA;7110;SAN RAFAEL;72;Talca;2;1;2;1;56;60;56;232;274;247;3;18;3;7;32;11;0;1;0;1;1;1;;;;;;;55.4;25;19.6;23.3;48.3;28.3;0;v12025;20260427;8b;2025
10359;4;ESCUELA PART. SANTA LUISA DE MARILLAC;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13107;HUECHURABA;137;Norte;3;2;2;1;30;32;30;241;245;240;37;25;22;16;3;4;1;1;1;1;0;0;;;;;;;40;46.7;13.3;53.1;34.4;12.5;0;v12025;20260427;8b;2025
25593;9;MARY ANNE SCHOOL DE QUILICURA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;3;2;4;1;33;34;34;258;275;268;-30;-31;-21;8;2;6;-1;-1;-1;1;0;0;;;;;;;21.2;45.5;33.3;20.6;50;29.4;0;v12025;20260427;8b;2025
326;3;ESCUELA SANTIAGO AMENGUAL B.;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;1;1;2;1;55;55;55;206;221;211;-37;-32;-22;-19;-21;-25;-1;-1;-1;-1;-1;-1;;;;;;;74.5;21.8;3.6;78.2;14.5;7.3;0;v12025;20260427;8b;2025
9277;0;COLEGIO SAN MARCOS;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13118;MACUL;133;Oriente;4;3;5;1;94;93;95;257;299;279;1;7;5;-17;-6;-10;0;0;0;-1;-1;-1;;;;;;;24.5;48.9;26.6;10.8;43;46.2;0;v12025;20260427;8b;2025
2330;2;ESC.CARMEN GALLEGOS DE ROBLE;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6117;SAN VICENTE;61;Cachapoal;1;1;2;1;88;82;88;243;259;250;14;15;9;18;17;14;1;1;0;1;1;1;;;;;;;35.2;43.2;21.6;37.8;47.6;14.6;0;v12025;20260427;8b;2025
25347;2;COLEGIO SEBASTIAN EL CANO SAN BERNARDO;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;3;2;4;1;63;62;63;261;291;276;0;3;7;11;18;14;0;0;0;1;1;1;;;;;;;19;49.2;31.7;16.1;38.7;45.2;0;v12025;20260427;8b;2025
8636;3;LICEO LEONARDO MURIALDO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13127;RECOLETA;137;Norte;3;2;4;1;113;118;112;236;267;258;-30;-27;-24;-14;-6;-4;-1;-1;-1;-1;-1;0;;;;;;;45.1;39.8;15;29.7;48.3;22;0;v12025;20260427;8b;2025
12958;5;THE GIANT SCHOOL ANTOFAGASTA;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;3;2;4;1;54;52;54;264;282;264;-2;-19;-13;14;9;2;0;-1;0;1;1;0;;;;;;;20.4;50;29.6;17.3;48.1;34.6;0;v12025;20260427;8b;2025
223;2;ESCUELA CLAUDIO ARRAU;2;DE ANTOFAGASTA;22;EL LOA;2201;CALAMA;22;El Loa;6;4;2;1;57;57;57;234;255;261;2;19;23;9;13;25;0;1;1;1;1;1;;;;;;;43.9;43.9;12.3;36.8;49.1;14;0;v12025;20260427;8b;2025
13545;3;ESCUELA BASICA SAN FRANCISCO DE BORJA;4;DE COQUIMBO;43;LIMARÍ;4302;COMBARBALÁ;42;Limari;3;2;2;1;17;18;17;230;229;238;30;22;17;5;-13;2;1;1;0;0;-1;0;;;;;;;35.3;58.8;5.9;61.1;38.9;0;0;v12025;20260427;8b;2025
1059;6;ESCUELA CLARA VIAL ORREGO;4;DE COQUIMBO;42;CHOAPA;4203;LOS VILOS;43;Choapa;2;1;2;2;20;20;20;222;249;238;0;-5;11;-3;7;2;0;0;0;0;0;0;;;;;;;50;45;5;50;45;5;0;v12025;20260427;8b;2025
2387;6;ESCUELA MUNICIPAL OSVALDO RUIZ GARCIA;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6104;COLTAUCO;61;Cachapoal;2;1;2;1;18;18;18;253;262;269;17;29;27;28;20;33;0;1;1;1;1;1;;;;;;;27.8;50;22.2;38.9;44.4;16.7;0;v12025;20260427;8b;2025
2138;5;ESCUELA MUNICIPAL ALBERTO BLEST GANA;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;1;1;1;2;7;7;6;206;236;232;;;;-12;2;1;;;;0;0;0;;;;2;2;2;;;;;;;0;v12025;20260427;8b;2025
31504;4;ESCUELA BASICA N°2416 TREWHELA´S SCHOOL;13;METROPOLITANA DE SANTIAGO;133;CHACABUCO;13301;COLINA;137;Norte;4;3;5;1;44;43;44;275;297;284;;;;1;-8;-5;;;;0;-1;0;;;;1;1;1;18.2;38.6;43.2;9.3;46.5;44.2;0;v12025;20260427;8b;2025
372;7;LICEO POLITECNICO JOSE MIGUEL QUIROZ;2;DE ANTOFAGASTA;21;ANTOFAGAST;2104;TALTAL;21;Antofagasta;2;1;2;1;30;30;30;202;225;215;-4;9;-4;-23;-17;-21;0;0;0;-1;-1;-1;;;;;;;73.3;23.3;3.3;73.3;26.7;0;0;v12025;20260427;8b;2025
25842;3;COLEGIO DIVINA PASTORA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;4;3;5;1;48;48;48;268;283;285;-14;-12;-9;-6;-22;-4;-1;-1;0;-1;-1;0;;;;;;;14.6;45.8;39.6;18.8;45.8;35.4;0;v12025;20260427;8b;2025
9864;7;LICEO JOSE IGNACIO ZENTENO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;6;4;2;1;12;13;12;212;209;226;-15;-28;-11;-13;-33;-10;0;-1;0;-1;-1;0;;;;;;;66.7;33.3;0;76.9;23.1;0;0;v12025;20260427;8b;2025
1700;0;ESCUELA DOCTOR ADRIANO MACHADO PARDO;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;6;4;2;1;20;20;20;252;288;259;6;18;19;27;46;23;0;1;0;1;1;1;;;;;;;25;50;25;10;50;40;0;v12025;20260427;8b;2025
15809;7;OLIVAR COLLEGE;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6111;OLIVAR;61;Cachapoal;3;2;2;1;36;35;36;242;257;262;-3;3;9;17;15;26;0;0;0;1;1;1;;;;;;;38.9;36.1;25;40;48.6;11.4;0;v12025;20260427;8b;2025
2825;8;ESCUELA AMERICA LATINA;7;DEL MAULE;73;CURICÓ;7306;ROMERAL;71;Curico;2;1;2;2;12;12;12;268;285;282;34;36;52;43;43;46;1;1;1;1;1;1;;;;;;;16.7;50;33.3;16.7;41.7;41.7;0;v12025;20260427;8b;2025
10651;8;ESCUELA LOS ROSALES DEL BAJO;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;1;1;2;2;74;77;74;235;226;245;15;8;27;10;-16;9;1;0;1;1;-1;1;;;;;;;45.9;35.1;18.9;74;24.7;1.3;0;v12025;20260427;8b;2025
25155;0;ESC. PARTICULAR ALFARERO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;4;1;34;33;34;204;242;228;-12;27;14;-46;-31;-34;0;1;0;-1;-1;-1;;;;;;;67.6;32.4;0;54.5;36.4;9.1;0;v12025;20260427;8b;2025
