rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect4b_rbd;nalu_mate4b_rbd;prom_lect4b_rbd;prom_mate4b_rbd;dif_lect4b_rbd;dif_mate4b_rbd;difgru_lect4b_rbd;difgru_mate4b_rbd;sigdif_lect4b_rbd;sigdif_mate4b_rbd;siggru_lect4b_rbd;siggru_mate4b_rbd;marca_lect4b_rbd;marca_mate4b_rbd;marcadif_lect4b_rbd;marcadif_mate4b_rbd;palu_eda_ins_lect4b_rbd;palu_eda_ele_lect4b_rbd;palu_eda_ade_lect4b_rbd;palu_eda_ins_mate4b_rbd;palu_eda_ele_mate4b_rbd;palu_eda_ade_mate4b_rbd;noaplica;codigo_bbdd;fecha_bbdd;grado;agno
4646;9;COLEGIO SANTA SABINA;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;4;1;64;65;304;293;17;22;20;23;1;1;1;1;;;;;3.1;26.6;70.3;10.8;50.8;38.5;0;v12025;20260427;4b;2025
2980;7;ESCUELA SANTA MARTA;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;2;1;2;2;9;8;267;262;;26;0;10;;0;0;0;;;2;;;;;;;;0;v12025;20260427;4b;2025
2439;2;ESCUELA MUNICIPAL DE PALMERIA;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6107;LAS CABRAS;61;Cachapoal;2;1;;2;0;0;;;;;;;;;;;;;;;;;;;;;1;v12025;20260427;4b;2025
11931;8;CENTRO EDUC.PART.ORDEN DE SAN JORGE;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;3;2;2;1;63;65;255;240;-3;-11;-12;-12;0;-1;-1;-1;;;;;38.1;33.3;28.6;55.4;33.8;10.8;0;v12025;20260427;4b;2025
24520;8;ESC. BAS.MUNICIPAL MERCEDES FONTECILLA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;6;4;1;1;42;46;234;234;13;18;-25;-9;0;1;-1;-1;;;;;57.1;23.8;19;60.9;26.1;13;0;v12025;20260427;4b;2025
25599;8;COLEGIO PART. SAN PEDRO DE QUILICURA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;3;2;2;1;63;68;256;237;5;-3;-11;-15;0;0;-1;-1;;;;;52.4;20.6;27;58.8;32.4;8.8;0;v12025;20260427;4b;2025
12864;3;COLEGIO UNIVERSITARIO ANTONIO RENDIC;2;DE ANTOFAGASTA;21;ANTOFAGAST;2101;ANTOFAGASTA;21;Antofagasta;4;3;5;1;56;55;295;286;-5;2;-7;-6;0;0;-1;-1;;;;;16.1;28.6;55.4;14.5;41.8;43.6;0;v12025;20260427;4b;2025
24766;9;COLEGIO ALMENDRAL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;4;1;7;8;219;239;;11;;-31;;0;;-1;2;;1;;;;;;;;0;v12025;20260427;4b;2025
14533;5;COLEGIO CRISTIANO LOS PINOS;5;DE VALPARAÍSO;58;MARGA MARG;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;3;2;3;1;25;25;275;258;16;20;-1;-2;0;1;0;0;;;;;16;44;40;32;48;20;0;v12025;20260427;4b;2025
4205;6;ESCUELA DIEGO PORTALES PALAZUELOS;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;2;1;1;2;25;25;262;248;6;8;3;5;0;0;0;0;;;;;36;28;36;48;44;8;0;v12025;20260427;4b;2025
4454;7;ESCUELA CANADA;8;DEL BIOBÍO;83;BIOBÍO;8306;NACIMIENTO;82;Bio Bio;2;1;3;1;43;37;306;293;28;20;30;33;1;1;1;1;;;;;9.3;18.6;72.1;10.8;40.5;48.6;0;v12025;20260427;4b;2025
2877;0;ESCUELA LA HIGUERILLA;7;DEL MAULE;73;CURICÓ;7307;SAGRADA FAMILIA;71;Curico;2;1;1;2;3;2;300;271;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
14779;6;COLEGIO MAR ABIERTO;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;4;1;24;23;302;275;-8;3;18;5;0;0;1;0;;;;;12.5;16.7;70.8;17.4;56.5;26.1;0;v12025;20260427;4b;2025
25602;1;ESC. PART. PABLO APOSTOL DE BUIN;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;4;3;5;1;29;28;319;300;11;-20;17;8;0;-1;1;0;;;;;10.3;13.8;75.9;10.7;32.1;57.1;0;v12025;20260427;4b;2025
4354;0;ESCUELA DE CONCENTRACIÓN FRONTERIZA RAL;8;DEL BIOBÍO;83;BIOBÍO;8314;ALTO BIOBÍO;82;Bio Bio;2;1;2;2;34;34;226;215;-51;-21;-41;-37;-1;-1;-1;-1;;;;;64.7;23.5;11.8;76.5;23.5;0;0;v12025;20260427;4b;2025
13305;1;COLEGIO TRINITY;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;4;1;19;19;295;256;22;-3;11;-14;1;0;1;-1;;;;;10.5;21.1;68.4;26.3;57.9;15.8;0;v12025;20260427;4b;2025
13551;8;COLEGIO MANANTIAL;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;3;2;2;1;76;75;245;235;-21;-2;-22;-17;-1;0;-1;-1;;;;;47.4;27.6;25;60;29.3;10.7;0;v12025;20260427;4b;2025
5682;0;ESCUELA PARTICULAR FRANCIA;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;3;1;30;30;292;274;18;18;16;14;1;1;1;1;;;;;23.3;13.3;63.3;23.3;50;26.7;0;v12025;20260427;4b;2025
4059;2;ESCUELA FELIPE CUBILLOS SIGAL;16;DE ÑUBLE;162;ITATA;16203;COELEMU;161;Diguillín;2;1;1;2;4;4;229;256;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
24912;2;COLEGIO SANTA MONICA DE MELIPILLA;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;4;3;5;1;58;58;279;257;0;-10;-23;-35;0;0;-1;-1;;;;;24.1;29.3;46.6;39.7;37.9;22.4;0;v12025;20260427;4b;2025
14387;1;COLEGIO SAN NICOLAS EL OLIVAR;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;2;1;23;22;256;230;9;-12;-11;-22;0;0;-1;-1;;;;;34.8;34.8;30.4;59.1;36.4;4.5;0;v12025;20260427;4b;2025
3518;1;ESCUELA MARIANO EGANA;7;DEL MAULE;74;LINARES;7406;SAN JAVIER;73;Linares;2;1;2;2;1;1;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
3272;7;ESCUELA CHUPALLAR;7;DEL MAULE;74;LINARES;7401;LINARES;73;Linares;2;1;2;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
31387;4;COLEGIO BOSTON COLLEGE ALTO MACUL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;4;3;5;1;59;58;291;294;2;6;-11;2;0;0;-1;0;;;;;18.6;28.8;52.5;17.2;31;51.7;0;v12025;20260427;4b;2025
7079;3;ESCUELA RURAL MALCHEHUE;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;6;4;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
10162;1;LICEO TENIENTE DAGOBERTO GODOY NO.3;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13117;LO PRADO;134;Poniente;3;2;3;1;138;138;280;268;6;-12;4;8;0;-1;0;1;;;;;23.2;23.9;52.9;26.1;45.7;28.3;0;v12025;20260427;4b;2025
9996;1;ESCUELA ESPANA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13126;QUINTA NORMAL;134;Poniente;1;1;2;1;27;26;245;236;-32;-24;-22;-16;-1;-1;-1;-1;;;;;48.1;40.7;11.1;57.7;38.5;3.8;0;v12025;20260427;4b;2025
1506;7;CENTRO EDUCATIVO FLORIDA;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;6;4;1;1;7;7;260;235;-4;-15;1;-8;0;0;0;0;;;;;;;;;;;0;v12025;20260427;4b;2025
2336;1;ESCUELA EL LIBERTADOR;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6117;SAN VICENTE;61;Cachapoal;1;1;2;2;12;12;301;262;52;25;34;10;1;1;1;0;;;;;8.3;25;66.7;25;41.7;33.3;0;v12025;20260427;4b;2025
2359;0;ESCUELA LARMAHUE;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6113;PICHIDEGUA;61;Cachapoal;2;1;2;2;19;19;273;266;-1;-4;6;14;0;0;0;1;;;;;26.3;42.1;31.6;36.8;42.1;21.1;0;v12025;20260427;4b;2025
24769;3;COLEGIO SAN ISAAC JOGUES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;3;2;3;1;80;81;272;255;12;15;-4;-5;1;1;0;-1;;;;;27.5;28.8;43.8;38.3;40.7;21;0;v12025;20260427;4b;2025
132;5;COLEGIO BAJO MOLLE;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;4;1;106;108;279;276;-5;-3;-5;6;0;0;-1;1;;;;;22.6;27.4;50;23.1;43.5;33.3;0;v12025;20260427;4b;2025
7789;5;ESCUELA RURAL ALONSO DE ERCILLA;10;DE LOS LAGOS;101;LLANQUIHUE;10102;CALBUCO;101;Llanquihue;2;1;1;2;4;4;278;262;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
12867;8;COL  LICANCABUR;2;DE ANTOFAGASTA;22;EL LOA;2201;CALAMA;22;El Loa;4;3;5;1;19;19;256;243;-2;4;-46;-49;0;0;-1;-1;;;;;21.1;52.6;26.3;57.9;31.6;10.5;0;v12025;20260427;4b;2025
793;5;ESCUELA BASICA DE SERON;4;DE COQUIMBO;43;LIMARÍ;4305;RÍO HURTADO;42;Limari;2;1;2;2;4;4;224;227;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
31175;8;BICENTENARIO COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;26;26;271;229;37;15;-5;-31;1;1;0;-1;;;;;26.9;34.6;38.5;50;50;0;0;v12025;20260427;4b;2025
5207;8;ESCUELA PONOTRO HENCHI AMULEI;8;DEL BIOBÍO;82;ARAUCO;8207;TIRÚA;84;Arauco;2;1;1;2;1;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
4374;5;ESCUELA BASICA PITRIL;8;DEL BIOBÍO;83;BIOBÍO;8314;ALTO BIOBÍO;82;Bio Bio;2;1;1;2;4;4;239;214;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
1457;5;ESCUELA BASICA BENJAMIN MATTE LARRAIN;5;DE VALPARAÍSO;55;QUILLOTA;5503;HIJUELAS;51;Quillota - Petorca;2;1;1;2;17;17;250;254;45;39;-9;11;1;1;0;1;;;;;41.2;23.5;35.3;47.1;35.3;17.6;0;v12025;20260427;4b;2025
3710;9;ESCUELA BASICA PUENTE EL ALA;16;DE ÑUBLE;163;PUNILLA;16305;SAN NICOLÁS;161;Diguillín;2;1;1;2;7;6;292;273;;;33;30;;;1;1;;;1;1;;;;;;;0;v12025;20260427;4b;2025
20026;3;ESCUELA MAPU- LAFKEN;9;DE LA ARAUCANÍA;91;CAUTÍN;9102;CARAHUE;92;Cautin Norte;3;2;1;2;5;5;315;255;;;;;;;;;;;2;2;;;;;;;0;v12025;20260427;4b;2025
2124;5;LICEO INTEGRADO LIBERTADOR SIMÓN BOLIVA;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;1;1;2;1;33;33;256;259;-16;22;-11;7;-1;1;-1;1;;;;;45.5;27.3;27.3;33.3;48.5;18.2;0;v12025;20260427;4b;2025
22041;8;CENTRO EDUCACIONAL PAZ Y AMOR;10;DE LOS LAGOS;102;CHILOÉ;10202;ANCUD;102;Chiloe;3;2;3;1;21;22;291;273;-5;5;15;13;0;0;1;1;;;;;9.5;23.8;66.7;18.2;54.5;27.3;0;v12025;20260427;4b;2025
6389;4;ESCUELA POCOYAN;9;DE LA ARAUCANÍA;91;CAUTÍN;9118;TOLTÉN;93;Cautin Sur;3;2;1;2;15;16;248;229;-38;-36;-11;-14;-1;-1;0;-1;;;;;46.7;26.7;26.7;56.3;37.5;6.3;0;v12025;20260427;4b;2025
1483;4;ESCUELA PARTICULAR MICAELA DESMAISSIERE;5;DE VALPARAÍSO;58;MARGA MARG;5802;LIMACHE;51;Quillota - Petorca;3;2;3;1;9;10;277;245;-8;-31;1;-15;0;-1;0;-1;;;;;;;;50;30;20;0;v12025;20260427;4b;2025
5725;8;ESCUELA PARTICULAR SAN BERNARDO;9;DE LA ARAUCANÍA;91;CAUTÍN;9112;PADRE LAS CASAS;93;Cautin Sur;3;2;3;1;71;70;290;283;-6;-1;14;23;0;0;1;1;;;;;19.7;15.5;64.8;15.7;42.9;41.4;0;v12025;20260427;4b;2025
2147;4;ESCUELA MUNICIPAL J.M. BALMACEDA;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;1;1;2;2;20;19;303;279;12;8;36;27;0;0;1;1;;;;;15;20;65;15.8;57.9;26.3;0;v12025;20260427;4b;2025
750;1;ESCUELA ELVIRA DEL CARMEN OCHOA AVILES;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;2;1;1;1;14;13;258;236;-1;-42;-1;-7;0;-1;0;0;;;;;42.9;14.3;42.9;61.5;23.1;15.4;0;v12025;20260427;4b;2025
8665;7;ESCUELA BASICA N°43 PATRONATO SAN ANTON;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13101;SANTIAGO;131;Centro;3;2;3;1;34;34;271;256;-16;-4;-5;-4;-1;0;0;0;;;;;23.5;32.4;44.1;41.2;41.2;17.6;0;v12025;20260427;4b;2025
673;4;ESCUELA JOSE ABELARDO NUNEZ;4;DE COQUIMBO;41;ELQUI;4106;VICUÑA;41;Elqui;6;4;1;1;11;11;326;287;70;50;67;44;1;1;1;1;;;;;0;9.1;90.9;18.2;27.3;54.5;0;v12025;20260427;4b;2025
7414;4;LICEO ALIANZA FRANCESA CLAUDE GAY;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;4;3;5;1;40;38;300;281;-9;-5;-2;-11;0;0;0;-1;;;;;15;20;65;18.4;44.7;36.8;0;v12025;20260427;4b;2025
9827;2;COLEGIO IDOP LIMITADA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13109;LA CISTERNA;132;Sur;3;2;3;1;39;41;261;250;-4;-2;-15;-10;0;0;-1;-1;;;;;38.5;23.1;38.5;48.8;34.1;17.1;0;v12025;20260427;4b;2025
6750;4;ESCUELA LLOLLETUE;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;1;2;3;3;215;194;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
19983;4;COLEGIO EMPRENDER TEMUCO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;2;1;65;65;272;260;-7;-9;5;8;0;0;1;1;;;;;32.3;26.2;41.5;43.1;33.8;23.1;0;v12025;20260427;4b;2025
31052;2;COLEGIO VILLA EL SOL;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13603;ISLA DE MAIPO;135;Talagante;3;2;4;1;37;37;291;265;12;8;7;-5;0;0;0;0;;;;;16.2;27;56.8;32.4;37.8;29.7;0;v12025;20260427;4b;2025
10829;4;ESC. BAS. NUESTRA SEÑORA Y MADRE DEL CA;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;3;2;2;1;75;75;260;238;-9;-17;-7;-14;0;-1;-1;-1;;;;;40;24;36;52;30.7;17.3;0;v12025;20260427;4b;2025
5748;7;ESCUELA PARTICULAR LAS LOMAS;9;DE LA ARAUCANÍA;91;CAUTÍN;9112;PADRE LAS CASAS;93;Cautin Sur;3;2;1;2;8;7;237;215;-15;-14;-22;-28;0;0;-1;-1;;;;;;;;;;;0;v12025;20260427;4b;2025
9429;3;ESCUELA POETA VICTOR DOMINGO SILVA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13129;SAN JOAQUÍN;131;Centro;6;4;2;1;21;23;262;238;-19;-2;-5;-14;-1;0;0;-1;;;;;38.1;33.3;28.6;52.2;30.4;17.4;0;v12025;20260427;4b;2025
650;5;ESCUELA PARTICULAR METODISTA;4;DE COQUIMBO;41;ELQUI;4102;COQUIMBO;41;Elqui;3;2;2;1;34;34;239;240;-23;-10;-28;-12;-1;0;-1;-1;;;;;52.9;20.6;26.5;61.8;29.4;8.8;0;v12025;20260427;4b;2025
109;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVA;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;6;4;2;1;20;24;270;238;;14;;-14;;0;;-1;2;;1;;25;15;60;58.3;37.5;4.2;0;v12025;20260427;4b;2025
773;0;ESCUELA SAMO ALTO;4;DE COQUIMBO;43;LIMARÍ;4305;RÍO HURTADO;42;Limari;2;1;3;2;9;9;277;233;;;1;-27;;;0;-1;;;2;2;;;;;;;0;v12025;20260427;4b;2025
7763;1;ESCUELA RURAL CAPITÀN DE BANDADA CARLOS;10;DE LOS LAGOS;101;LLANQUIHUE;10103;COCHAMÓ;101;Llanquihue;2;1;1;2;10;10;254;228;11;-47;-5;-15;0;-1;0;-1;;;;;30;40;30;70;20;10;0;v12025;20260427;4b;2025
9804;3;ESCUELA PABLO DE TARSO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13109;LA CISTERNA;132;Sur;3;2;3;1;20;20;257;252;-33;-15;-19;-8;-1;0;-1;-1;;;;;35;45;20;50;40;10;0;v12025;20260427;4b;2025
16468;2;ESCUELA NESTOR DEL CAMPO ARZOLA;7;DEL MAULE;74;LINARES;7402;COLBÚN;73;Linares;2;1;2;1;70;73;262;247;2;9;-5;-5;0;0;0;-1;;;;;37.1;27.1;35.7;47.9;32.9;19.2;0;v12025;20260427;4b;2025
458;8;ESCUELA ARTURO PÉREZ CANTO;3;DE ATACAMA;33;HUASCO;3301;VALLENAR;32;Huasco - Vallenar;6;4;3;1;33;32;246;263;-11;23;-30;3;0;1;-1;0;;;;;45.5;36.4;18.2;40.6;37.5;21.9;0;v12025;20260427;4b;2025
30013;6;THE AZAPA VALLEY SCHOOL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;4;3;5;1;25;25;309;301;-29;-25;7;9;-1;-1;0;1;;;;;8;16;76;8;20;72;0;v12025;20260427;4b;2025
7122;6;COL. DE ARTES, CIENCIA Y TEC. DA VINCI;14;DE LOS RÍOS;141;VALDIVIA;14108;PANGUIPULLI;141;Valdivia;3;2;2;2;17;18;286;261;17;14;19;9;0;0;1;0;;;;;29.4;17.6;52.9;44.4;22.2;33.3;0;v12025;20260427;4b;2025
6458;0;ESCUELA BASICA CALOF;9;DE LA ARAUCANÍA;91;CAUTÍN;9116;SAAVEDRA;92;Cautin Norte;6;4;1;2;6;6;275;240;;;16;-3;;;0;0;;;2;2;;;;;;;0;v12025;20260427;4b;2025
10119;2;ESCUELA POETA VICENTE HUIDOBRO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13117;LO PRADO;134;Poniente;6;4;2;1;23;25;258;241;-3;-17;-9;-11;0;-1;-1;-1;;;;;30.4;34.8;34.8;68;20;12;0;v12025;20260427;4b;2025
11201;1;BRITISH SCHOOL SAN ANTONIO;5;DE VALPARAÍSO;56;SAN ANTONI;5601;SAN ANTONIO;54;San Antonio;3;2;3;1;13;13;255;235;;;-21;-25;;;-1;-1;;;1;1;38.5;38.5;23.1;76.9;15.4;7.7;0;v12025;20260427;4b;2025
1291;2;COLEGIO JOSE AGUSTIN GOMEZ;5;DE VALPARAÍSO;57;SAN FELIPE;5701;SAN FELIPE;52;San Felipe - Los Andes;3;2;4;1;34;35;281;254;-2;-16;-3;-16;0;-1;0;-1;;;;;17.6;32.4;50;42.9;34.3;22.9;0;v12025;20260427;4b;2025
6040;2;ECO ESCUELA ANTU MAWIDA;9;DE LA ARAUCANÍA;91;CAUTÍN;9104;CURARREHUE;93;Cautin Sur;3;2;2;2;7;7;298;254;-9;-7;31;2;0;0;1;0;;;;;;;;;;;0;v12025;20260427;4b;2025
18111;0;COMPLEJO EDUCACIONAL GLORIA MENDEZ BRIO;8;DEL BIOBÍO;81;CONCEPCIÓN;8107;PENCO;83;Concepcion;3;2;3;1;49;49;259;217;-10;-45;-17;-43;0;-1;-1;-1;;;;;44.9;24.5;30.6;77.6;18.4;4.1;0;v12025;20260427;4b;2025
10537;6;ESCUELA BASICA G-N°636 SAN ALFONSO;13;METROPOLITANA DE SANTIAGO;132;CORDILLERA;13203;SAN JOSÉ DE MAIPO;136;Cordillera;2;1;3;2;7;7;265;244;-26;-30;-11;-16;-1;-1;0;-1;;;;;;;;;;;0;v12025;20260427;4b;2025
481;2;ESCUELA BÁSICA ALEJANDRO NOEMI HUERTA;3;DE ATACAMA;33;HUASCO;3303;FREIRINA;32;Huasco - Vallenar;6;4;3;1;22;23;285;248;14;-2;9;-12;0;0;0;-1;;;;;22.7;27.3;50;47.8;39.1;13;0;v12025;20260427;4b;2025
22539;8;ESCUELA JOSE MANUEL BALMACEDA;10;DE LOS LAGOS;101;LLANQUIHUE;10102;CALBUCO;101;Llanquihue;2;1;2;1;21;21;265;236;26;17;-2;-16;1;0;0;-1;;;;;42.9;28.6;28.6;66.7;19;14.3;0;v12025;20260427;4b;2025
7391;1;COLEGIO BETEL;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;3;2;3;1;7;8;301;282;;;;;;;;;2;2;1;1;;;;;;;0;v12025;20260427;4b;2025
10760;3;ESCUELA REPUBLICA DE ISRAEL;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13605;PEÑAFLOR;135;Talagante;2;1;2;1;20;20;295;270;-4;21;28;18;0;1;1;1;;;;;15;15;70;20;60;20;0;v12025;20260427;4b;2025
40023;8;COLEGIO SAN ALBERTO;6;DEL LIBERTADOR BERNARDO O;61;CACHAPOAL;6108;MACHALÍ;61;Cachapoal;4;3;5;1;71;71;321;305;-7;-11;19;13;0;-1;1;1;;;;;1.4;21.1;77.5;5.6;31;63.4;0;v12025;20260427;4b;2025
20567;2;ENGLISH COLLEGE LOS RÍOS;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;4;1;27;24;281;251;0;0;-3;-19;0;0;0;-1;;;;;29.6;22.2;48.1;50;29.2;20.8;0;v12025;20260427;4b;2025
10239;3;ESCUELA ESTADO DE MICHIGAN;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;6;4;2;1;70;70;251;245;-10;-15;-16;-7;0;-1;-1;-1;;;;;45.7;32.9;21.4;54.3;32.9;12.9;0;v12025;20260427;4b;2025
7832;8;ESCUELA RURAL FRANCISCO CORTES OJEDA;10;DE LOS LAGOS;101;LLANQUIHUE;10108;MAULLÍN;101;Llanquihue;2;1;3;1;16;14;246;238;-19;-7;-30;-22;-1;0;-1;-1;;;;;56.3;25;18.8;42.9;50;7.1;0;v12025;20260427;4b;2025
4666;3;COLEGIO SANTA LUISA DE CONCEPCION;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;3;1;64;65;264;242;-26;-16;-12;-18;-1;-1;-1;-1;;;;;37.5;23.4;39.1;55.4;29.2;15.4;0;v12025;20260427;4b;2025
4915;8;ESCUELA LA CALLE;8;DEL BIOBÍO;81;CONCEPCIÓN;8105;HUALQUI;83;Concepcion;6;4;1;2;0;1;;;;;;;;;;;1;1;1;1;;;;;;;0;v12025;20260427;4b;2025
1583;0;COLEGIO JEANNE DARC VALPARAISO;5;DE VALPARAÍSO;51;VALPARAÍSO;5101;VALPARAÍSO;53;Valparaiso - Isla de Pascua;3;2;2;1;17;17;290;243;6;-34;23;-9;0;-1;1;-1;;;;;11.8;41.2;47.1;47.1;41.2;11.8;0;v12025;20260427;4b;2025
22333;6;ESCUELA FRANCIA;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;6;4;1;1;29;30;286;279;5;5;27;36;0;0;1;1;;;;;20.7;20.7;58.6;20;43.3;36.7;0;v12025;20260427;4b;2025
693;9;ESCUELA BASICA HECTOR MANUEL HERNANDEZ;4;DE COQUIMBO;41;ELQUI;4105;PAIHUANO;41;Elqui;6;4;;2;0;0;;;;;;;;;;;;;;;;;;;;;2;v12025;20260427;4b;2025
9847;7;ESCUELA PARTICULAR KAROL C.DE CRACOVIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13121;PEDRO AGUIRRE CERDA;131;Centro;3;2;2;1;91;94;248;237;-36;-30;-19;-15;-1;-1;-1;-1;;;;;45.1;25.3;29.7;60.6;24.5;14.9;0;v12025;20260427;4b;2025
1191;6;ESCUELA PAPUDO;5;DE VALPARAÍSO;54;PETORCA;5403;PAPUDO;51;Quillota - Petorca;2;1;2;1;34;35;258;257;-3;2;-9;5;0;0;-1;0;;;;;41.2;20.6;38.2;31.4;60;8.6;0;v12025;20260427;4b;2025
25038;4;COLEGIO JOSE M.BALMACEDA DE MELIPILLA;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;3;2;3;1;31;29;280;286;-10;35;4;26;0;1;0;1;;;;;29;25.8;45.2;17.2;34.5;48.3;0;v12025;20260427;4b;2025
3398;7;ESCUELA JOSE MATTA CALLEJON;7;DEL MAULE;74;LINARES;7404;PARRAL;73;Linares;2;1;2;1;29;29;303;297;21;21;36;45;1;1;1;1;;;;;13.8;17.2;69;3.4;48.3;48.3;0;v12025;20260427;4b;2025
10288;1;ESCUELA BASICA LIKAN-ANTAI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13104;CONCHALÍ;137;Norte;6;4;1;1;20;20;274;260;-4;11;15;17;0;0;1;1;;;;;30;35;35;40;40;20;0;v12025;20260427;4b;2025
7371;7;ESCUELA RURAL FORRAHUE;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;2;1;1;2;1;1;;;;;;;;;;;1;1;2;2;;;;;;;0;v12025;20260427;4b;2025
9206;1;COLEGIO PARTICULAR NUMERO DOS DE NUÑOA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;3;2;3;1;71;70;262;247;-14;-17;-14;-13;-1;-1;-1;-1;;;;;31;31;38;50;35.7;14.3;0;v12025;20260427;4b;2025
6289;8;ESCUELA FAJA RICCI;9;DE LA ARAUCANÍA;91;CAUTÍN;9107;GORBEA;93;Cautin Sur;2;1;1;2;4;4;285;244;;;;;;;;;;;1;1;;;;;;;0;v12025;20260427;4b;2025
